=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.11 11:41:03 =~=~=~=~=~=~=~=~=~=~=~=
115,11314389,99833.62,27.49,-0.724,-0.622,-0.353
117,11374389,99835.91,27.49,-0.697,-0.815,0.391
119,11434389,99833.64,27.50,-0.666,-0.624,0.524
121,11494389,99834.03,27.49,-0.623,-0.657,0.521
153,12574397,99832.55,27.48,-0.628,-0.532,-0.517
155,12634423,99833.67,27.49,-0.619,-0.627,0.097
157,12694427,99836.09,27.49,-0.629,-0.831,0.234
159,12754397,99832.49,27.49,-0.613,-0.527,-0.074
161,12814415,99831.17,27.49,-0.602,-0.416,-0.035
163,12874407,99834.50,27.49,-0.644,-0.697,0.005
165,12934419,99833.88,27.50,-0.647,-0.644,-0.326
167,12994397,99835.16,27.50,-0.714,-0.752,-0.435
169,13054397,99832.04,27.50,-0.677,-0.489,-0.619
171,13114415,99832.88,27.50,-0.658,-0.559,0.327
173,13174397,99831.67,27.50,-0.636,-0.458,0.358
175,13234422,99835.75,27.50,-0.690,-0.802,0.097
177,13294426,99835.94,27.50,-0.706,-0.818,-0.442
179,13354397,99833.80,27.50,-0.686,-0.638,-0.216
181,13414415,99837.05,27.51,-0.707,-0.913,0.137
183,13474397,99835.96,27.50,-0.727,-0.820,-0.214
185,13534423,99832.88,27.50,-0.684,-0.559,-0.215
187,13594397,99835.35,27.50,-0.697,-0.768,0.347
189,13654408,99834.37,27.51,-0.714,-0.685,-0.115
191,13714415,99835.29,27.51,-0.744,-0.763,-0.384
193,13774397,99835.62,27.51,-0.746,-0.792,-0.288
195,13834423,99834.01,27.51,-0.701,-0.655,0.141
197,13894452,99836.70,27.51,-0.746,-0.882,0.290
199,13954397,99835.84,27.51,-0.725,-0.809,-0.232
201,14014415,99830.02,27.51,-0.682,-0.318,0.072
203,14074397,99835.89,27.51,-0.723,-0.814,0.259
205,14134423,99837.48,27.51,-0.726,-0.949,-0.022
207,14194397,99836.38,27.51,-0.716,-0.856,0.015
209,14254397,99834.21,27.51,-0.682,-0.672,0.126
211,14314415,99833.69,27.51,-0.687,-0.628,0.212
213,14374397,99833.40,27.51,-0.679,-0.604,-0.013
215,14434431,99836.34,27.51,-0.722,-0.852,-0.025
217,14494426,99834.73,27.51,-0.710,-0.717,-0.327
219,14554397,99830.66,27.51,-0.655,-0.371,0.100
221,14614415,99830.32,27.51,-0.601,-0.344,0.699
223,14674397,99831.66,27.51,-0.586,-0.457,0.801
225,14734423,99837.27,27.51,-0.650,-0.931,0.227
227,14794397,99837.85,27.51,-0.668,-0.980,-0.468
229,14854397,99835.39,27.51,-0.683,-0.772,-0.456
231,14914415,99833.30,27.51,-0.644,-0.596,-0.200
233,14974397,99831.57,27.51,-0.627,-0.449,0.311
235,15034422,99837.93,27.51,-0.722,-0.987,-0.086
237,15094427,99833.98,27.51,-0.741,-0.653,-1.016
239,15154397,99836.66,27.51,-0.742,-0.879,-0.383
241,15214425,99832.48,27.51,-0.701,-0.526,0.134
243,15274397,99833.31,27.51,-0.669,-0.596,0.464
245,15334422,99836.84,27.51,-0.739,-0.895,0.220
247,15394410,99835.75,27.51,-0.720,-0.802,-0.496
249,15454397,99837.31,27.51,-0.736,-0.934,0.069
251,15514415,99832.86,27.51,-0.723,-0.558,-0.234
253,15574397,99835.37,27.51,-0.704,-0.770,0.130
255,15634423,99833.96,27.51,-0.720,-0.651,0.187
257,15694427,99835.84,27.51,-0.727,-0.809,-0.173
259,15754397,99836.73,27.51,-0.766,-0.885,-0.177
261,15814415,99835.32,27.51,-0.779,-0.766,-0.542
263,15874397,99831.15,27.51,-0.710,-0.413,-0.076
