=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.15 20:10:54 =~=~=~=~=~=~=~=~=~=~=~=
2107,73996453,100047.38,25.57,-0.323,0.011,0.300,-94.358,-94.692
2109,74057389,100052.26,25.57,-0.311,-0.401,0.574,-94.336,-94.686
2111,74117393,100051.38,25.58,-0.313,-0.327,0.356,-94.338,-94.685
2113,74177475,100052.27,25.58,-0.329,-0.402,-0.099,-94.334,-94.682
2115,74237942,100049.99,25.58,-0.316,-0.211,-0.171,-94.330,-94.680
2117,74299147,100052.93,25.58,-0.353,-0.458,-0.055,-94.331,-94.679
2119,74368068,100052.93,25.57,-0.416,-0.458,-0.574,-94.344,-94.679
2121,74429389,100045.85,25.57,-0.349,0.139,-0.647,-94.352,-94.680
2123,74489389,100051.62,25.58,-0.326,-0.347,0.727,-94.325,-94.674
2125,74549389,100056.71,25.58,-0.395,-0.777,0.498,-94.321,-94.670
2127,74609388,100050.84,25.58,-0.382,-0.282,-0.707,-94.331,-94.671
2129,74669389,100052.56,25.58,-0.378,-0.427,-0.124,-94.322,-94.668
2131,74730388,100050.12,25.58,-0.347,-0.222,0.204,-94.325,-94.667
2133,74790389,100052.64,25.59,-0.382,-0.433,0.144,-94.322,-94.666
2135,74850389,100048.81,25.59,-0.360,-0.111,-0.299,-94.322,-94.663
2137,74910389,100052.65,25.59,-0.379,-0.434,0.091,-94.314,-94.661
2139,74970389,100048.35,25.59,-0.317,-0.072,0.149,-94.306,-94.658
2141,75031389,100052.60,25.59,-0.354,-0.431,0.455,-94.306,-94.657
2143,75091390,100051.98,25.59,-0.356,-0.378,-0.160,-94.303,-94.655
2145,75151389,100053.17,25.59,-0.370,-0.478,-0.114,-94.298,-94.653
2147,75213197,100049.77,25.59,-0.356,-0.192,-0.193,-94.307,-94.654
2149,75281247,100051.75,25.58,-0.381,-0.359,-0.076,-94.304,-94.651
2151,75342391,100050.66,25.58,-0.387,-0.266,-0.226,-94.310,-94.652
2153,75402391,100052.66,25.58,-0.351,-0.436,0.172,-94.293,-94.647
2155,75462391,100048.80,25.59,-0.351,-0.110,0.293,-94.300,-94.647
2157,75522469,100051.19,25.59,-0.341,-0.311,0.015,-94.293,-94.646
2159,75582394,100053.06,25.59,-0.361,-0.469,0.213,-94.290,-94.644
2161,75643389,100049.92,25.59,-0.353,-0.204,-0.236,-94.297,-94.645
2163,75703389,100051.82,25.59,-0.332,-0.364,0.126,-94.283,-94.641
2165,75763389,100051.73,25.59,-0.309,-0.357,0.480,-94.271,-94.638
2167,75823391,100051.77,25.59,-0.315,-0.361,0.238,-94.273,-94.637
2169,75883392,100052.16,25.60,-0.326,-0.394,-0.087,-94.270,-94.636
2171,75944388,100053.89,25.60,-0.341,-0.539,-0.099,-94.268,-94.635
2173,76004389,100050.54,25.60,-0.354,-0.256,-0.337,-94.276,-94.637
2175,76064389,100050.40,25.60,-0.322,-0.244,-0.158,-94.265,-94.634
2177,76124392,100052.59,25.60,-0.315,-0.429,0.486,-94.259,-94.632
2179,76184953,100053.74,25.60,-0.347,-0.527,0.104,-94.264,-94.633
2181,76244490,100052.92,25.60,-0.371,-0.457,-0.474,-94.269,-94.633
2183,76304392,100051.55,25.60,-0.375,-0.342,-0.436,-94.272,-94.632
2185,76364759,100049.88,25.60,-0.360,-0.201,-0.147,-94.270,-94.631
2187,76425391,100055.87,25.60,-0.386,-0.706,0.242,-94.264,-94.629
2189,76485958,100052.92,25.60,-0.434,-0.457,-0.381,-94.288,-94.634
2191,76545482,100052.32,25.60,-0.400,-0.406,-0.551,-94.282,-94.631
2193,76605392,100051.23,25.60,-0.370,-0.314,0.406,-94.276,-94.629
