=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.10 18:05:49 =~=~=~=~=~=~=~=~=~=~=~=
seq,timestamp_us,pressure_pa,temperature_c,altitude_m,raw_altitude_m,climb_rate_mps
1227,46044422,99709.42,27.86,-0.837,-0.496,0.027
1229,46104397,99715.75,27.87,-0.850,-1.032,0.301
1231,46164396,99710.69,27.87,-0.808,-0.603,0.201
1233,46224416,99711.76,27.87,-0.804,-0.694,0.257
1235,46284397,99715.67,27.87,-0.825,-1.025,0.233
1237,46344450,99713.48,27.87,-0.852,-0.840,-0.290
1239,46404397,99711.33,27.87,-0.820,-0.658,-0.366
1241,46464396,99710.62,27.87,-0.801,-0.598,0.281
1243,46524416,99712.21,27.87,-0.785,-0.732,0.385
1245,46584408,99710.25,27.87,-0.727,-0.567,0.517
1247,46644433,99712.88,27.87,-0.732,-0.789,0.662
1249,46704397,99713.91,27.87,-0.769,-0.876,-0.018
1251,46764396,99713.66,27.87,-0.754,-0.855,-0.286
1253,46824416,99711.23,27.87,-0.734,-0.649,0.104
1255,46884397,99715.52,27.87,-0.793,-1.013,-0.007
1257,46944450,99713.80,27.87,-0.802,-0.867,-0.547
1259,47004397,99713.59,27.87,-0.796,-0.850,-0.225
1261,47064396,99712.81,27.87,-0.795,-0.784,0.016
1263,47124416,99714.92,27.87,-0.817,-0.961,-0.039
1265,47184397,99711.13,27.87,-0.801,-0.641,-0.238
1267,47244423,99714.37,27.87,-0.817,-0.915,0.026
1269,47304397,99713.31,27.87,-0.831,-0.825,-0.135
1271,47364405,99709.91,27.87,-0.780,-0.537,-0.108
1273,47424416,99712.84,27.87,-0.775,-0.786,0.558
1275,47484397,99713.02,27.88,-0.769,-0.801,0.303
1277,47544449,99713.29,27.88,-0.798,-0.824,-0.075
1279,47604397,99712.20,27.88,-0.769,-0.731,-0.189
1281,47664397,99708.45,27.88,-0.759,-0.414,0.095
1283,47724416,99712.82,27.88,-0.755,-0.784,0.195
1285,47784397,99711.73,27.88,-0.738,-0.692,0.332
1287,47844423,99714.41,27.88,-0.761,-0.919,0.146
1289,47904397,99717.09,27.89,-0.827,-1.145,-0.339
1291,47964397,99709.73,27.89,-0.830,-0.522,-1.022
1293,48024416,99713.50,27.89,-0.836,-0.842,-0.330
1295,48084397,99709.67,27.89,-0.751,-0.518,0.429
1297,48144484,99711.76,27.89,-0.732,-0.694,0.946
1299,48204397,99709.29,27.89,-0.712,-0.485,0.393
1301,48264396,99715.32,27.89,-0.737,-0.995,0.286
1303,48324416,99712.93,27.89,-0.749,-0.793,-0.124
1305,48384397,99712.16,27.89,-0.746,-0.728,-0.311
1307,48444422,99714.30,27.89,-0.786,-0.909,-0.144
1309,48504397,99713.59,27.89,-0.784,-0.849,-0.354
1311,48564396,99713.45,27.89,-0.794,-0.837,-0.119
1313,48624416,99712.99,27.89,-0.773,-0.798,-0.015
1315,48684397,99714.32,27.89,-0.748,-0.911,0.416
1317,48744450,99714.70,27.89,-0.760,-0.943,0.319
1319,48804397,99714.39,27.90,-0.826,-0.917,-0.489
1321,48864396,99714.12,27.90,-0.818,-0.894,-0.722
1323,48924427,99713.84,27.90,-0.847,-0.870,-0.182
1325,48984397,99714.06,27.90,-0.841,-0.889,-0.285
1327,49044422,99715.67,27.90,-0.856,-1.025,0.047
1329,49104397,99710.53,27.90,-0.805,-0.590,-0.048
1331,49164396,99714.30,27.90,-0.860,-0.909,0.153
1333,49224416,99714.36,27.90,-0.849,-0.914,-0.285
1335,49284397,99715.04,27.90,-0.869,-0.971,-0.010
1337,49344449,99710.52,27.90,-0.840,-0.589,-0.249
1339,49404397,99711.20,27.90,-0.816,-0.646,0.237
1341,49464396,99710.86,27.90,-0.772,-0.618,0.569
1343,49524416,99712.96,27.90,-0.730,-0.796,0.845
1345,49584397,99712.59,27.90,-0.755,-0.765,0.459
1347,49644433,99711.27,27.90,-0.743,-0.652,-0.252
1349,49704409,99713.99,27.90,-0.750,-0.883,0.145
1351,49764397,99713.45,27.90,-0.767,-0.837,-0.052
1353,49824416,99714.00,27.90,-0.807,-0.884,-0.425
1355,49884397,99712.17,27.90,-0.814,-0.729,-0.572
1357,49944450,99714.93,27.90,-0.813,-0.963,-0.063
1359,50004397,99713.00,27.90,-0.796,-0.799,0.151
1361,50064396,99706.75,27.90,-0.738,-0.271,0.083
1363,50124416,99715.09,27.90,-0.774,-0.976,0.560
1365,50184397,99715.77,27.90,-0.815,-1.033,-0.088
1367,50244422,99714.06,27.90,-0.825,-0.889,-0.606
1369,50304397,99713.18,27.91,-0.818,-0.815,-0.255
1371,50364396,99714.04,27.91,-0.826,-0.887,0.019
1373,50424416,99714.85,27.91,-0.826,-0.956,0.004
1375,50484408,99712.68,27.91,-0.818,-0.772,-0.031
1377,50544449,99711.38,27.91,-0.813,-0.662,-0.066
1379,50604397,99711.31,27.91,-0.790,-0.656,0.121
1381,50664396,99713.06,27.91,-0.789,-0.804,0.361
1383,50724416,99712.90,27.91,-0.822,-0.790,-0.071
1385,50784397,99711.41,27.91,-0.791,-0.664,-0.272
1387,50844422,99710.02,27.91,-0.752,-0.546,0.383
1389,50904397,99711.68,27.91,-0.741,-0.688,0.543
1391,50964397,99711.99,27.91,-0.691,-0.714,0.554
1393,51024416,99713.36,27.91,-0.750,-0.830,0.313
1395,51084397,99712.31,27.91,-0.763,-0.741,-0.657
1397,51144475,99711.72,27.91,-0.759,-0.691,-0.269
1399,51204397,99712.29,27.91,-0.741,-0.739,0.130
1401,51264408,99710.52,27.91,-0.747,-0.590,0.100
1403,51324416,99715.20,27.91,-0.798,-0.985,-0.192
1405,51384397,99712.52,27.91,-0.782,-0.759,-0.365
1407,51444422,99711.05,27.91,-0.772,-0.634,-0.034
1409,51504397,99713.74,27.91,-0.784,-0.862,0.120
1411,51564397,99713.05,27.91,-0.787,-0.803,-0.032
1413,51624416,99713.01,27.91,-0.801,-0.799,-0.165
1415,51684397,99711.48,27.91,-0.772,-0.670,-0.073
1417,51744450,99716.16,27.91,-0.793,-1.067,0.351
1419,51804397,99712.91,27.91,-0.780,-0.791,-0.051
1421,51864396,99713.59,27.91,-0.801,-0.849,-0.137
1423,51924416,99712.05,27.91,-0.776,-0.719,-0.121
1425,51984397,99712.58,27.91,-0.783,-0.763,0.162
1427,52044431,99709.24,27.91,-0.759,-0.481,-0.061
1429,52104397,99710.27,27.91,-0.723,-0.568,0.347
1431,52164398,99711.21,27.91,-0.725,-0.648,0.515
1433,52224416,99714.83,27.91,-0.761,-0.953,0.047
1435,52284397,99714.26,27.92,-0.775,-0.906,-0.323
1437,52344450,99712.20,27.92,-0.783,-0.732,-0.376
1439,52404397,99711.09,27.92,-0.746,-0.638,-0.057
1441,52464396,99712.03,27.92,-0.731,-0.717,0.479
1443,52524416,99712.21,27.92,-0.758,-0.732,0.106
1445,52584397,99714.27,27.92,-0.771,-0.907,-0.240
1447,52644433,99714.70,27.92,-0.802,-0.942,-0.220
1449,52704397,99710.33,27.92,-0.763,-0.573,-0.340
1451,52764396,99716.84,27.92,-0.780,-1.124,0.423
1453,52824427,99716.65,27.92,-0.793,-1.108,0.114
1455,52884397,99712.99,27.92,-0.787,-0.798,-0.336
1457,52944450,99713.55,27.92,-0.756,-0.846,0.064
1459,53004397,99712.79,27.92,-0.768,-0.781,0.267
1461,53064396,99709.23,27.92,-0.741,-0.480,-0.176
1463,53124416,99711.24,27.92,-0.716,-0.650,0.348
1465,53184397,99710.38,27.92,-0.697,-0.577,0.482
1467,53244422,99713.93,27.92,-0.760,-0.877,0.014
1469,53304397,99715.06,27.92,-0.768,-0.974,-0.479
1471,53364396,99717.56,27.92,-0.841,-1.185,-0.381
1473,53424416,99713.33,27.92,-0.839,-0.827,-0.892
1475,53484397,99711.12,27.92,-0.772,-0.640,-0.014
1477,53544450,99713.78,27.91,-0.792,-0.865,0.652
1479,53604408,99709.34,27.91,-0.752,-0.490,-0.006
1481,53664396,99711.59,27.91,-0.766,-0.680,0.219
1483,53724416,99709.70,27.91,-0.771,-0.519,-0.125
1485,53784397,99713.95,27.92,-0.852,-0.879,-0.420
1487,53844422,99712.74,27.91,-0.845,-0.777,-0.693
1489,53904397,99711.27,27.92,-0.754,-0.652,0.382
1491,53964396,99711.12,27.91,-0.753,-0.641,0.935
1493,54024416,99711.66,27.92,-0.724,-0.686,0.299
1495,54084397,99716.14,27.91,-0.775,-1.065,0.291
1497,54144488,99711.20,27.92,-0.755,-0.646,-0.444
1499,54204397,99712.38,27.91,-0.752,-0.747,-0.014
1501,54264397,99712.23,27.91,-0.768,-0.735,0.016
1503,54324416,99710.95,27.91,-0.770,-0.626,-0.267
1505,54384408,99714.59,27.91,-0.783,-0.933,0.010
1507,54444422,99711.58,27.91,-0.778,-0.679,-0.078
1509,54504397,99711.17,27.91,-0.774,-0.645,-0.124
1511,54564396,99714.93,27.90,-0.785,-0.962,0.167
1513,54624416,99712.81,27.90,-0.751,-0.783,0.172
1515,54684397,99712.05,27.90,-0.761,-0.719,0.149
1517,54744450,99717.52,27.91,-0.813,-1.181,-0.124
1519,54804397,99712.13,27.90,-0.780,-0.726,-0.387
1521,54864396,99713.12,27.90,-0.797,-0.809,-0.030
1523,54924416,99710.55,27.90,-0.767,-0.592,-0.063
1525,54984397,99714.39,27.90,-0.788,-0.916,0.264
1527,55044423,99707.88,27.91,-0.716,-0.366,0.077
1529,55104397,99711.05,27.90,-0.705,-0.634,0.656
1531,55164405,99713.02,27.91,-0.753,-0.800,0.193
1533,55224416,99711.87,27.91,-0.726,-0.704,-0.323
1535,55284397,99715.06,27.91,-0.787,-0.974,0.004
1537,55344449,99710.61,27.91,-0.762,-0.597,-0.571
1539,55404397,99713.19,27.91,-0.767,-0.815,0.085
1541,55464396,99717.68,27.91,-0.820,-1.195,0.036
1543,55524416,99714.46,27.91,-0.850,-0.923,-0.697
1545,55584397,99715.42,27.92,-0.858,-1.004,-0.552
1547,55644432,99716.75,27.92,-0.880,-1.116,-0.122
1549,55704397,99717.24,27.92,-0.912,-1.158,-0.345
1551,55764397,99708.59,27.92,-0.800,-0.426,-0.162
1553,55824416,99714.36,27.92,-0.831,-0.914,0.873
1555,55884397,99712.09,27.93,-0.797,-0.722,0.169
1557,55944458,99712.62,27.93,-0.806,-0.767,0.197
1559,56004397,99709.70,27.93,-0.776,-0.520,-0.024
1561,56064396,99715.03,27.93,-0.842,-0.971,0.067
1563,56124416,99711.87,27.93,-0.796,-0.703,-0.307
1565,56184397,99713.52,27.93,-0.821,-0.843,0.211
1567,56244422,99711.93,27.93,-0.789,-0.708,-0.033
1569,56304397,99714.12,27.93,-0.809,-0.893,0.243
1571,56364396,99708.67,27.93,-0.745,-0.433,0.011
1573,56424416,99715.83,27.93,-0.791,-1.038,0.505
1575,56484397,99712.66,27.94,-0.809,-0.770,-0.339
1577,56544450,99713.73,27.94,-0.824,-0.860,-0.443
1579,56604397,99711.55,27.94,-0.796,-0.676,-0.081
1581,56664396,99710.97,27.94,-0.749,-0.627,0.415
1583,56724427,99712.25,27.94,-0.764,-0.735,0.498
1585,56784397,99709.02,27.94,-0.738,-0.463,-0.066
1587,56844422,99713.41,27.94,-0.755,-0.833,0.230
1589,56904397,99714.03,27.94,-0.773,-0.887,0.006
1591,56964396,99714.30,27.94,-0.786,-0.909,-0.241
1593,57024416,99713.97,27.95,-0.813,-0.881,-0.328
1595,57084397,99710.65,27.95,-0.763,-0.600,-0.217
1597,57144475,99710.77,27.95,-0.742,-0.610,0.474
1599,57204397,99712.95,27.95,-0.740,-0.795,0.421
1601,57264396,99711.84,27.95,-0.768,-0.701,-0.058
1603,57324416,99710.70,27.95,-0.777,-0.604,-0.478
1605,57384397,99713.98,27.95,-0.794,-0.882,-0.115
1607,57444423,99713.88,27.95,-0.840,-0.874,-0.303
1609,57504408,99715.83,27.96,-0.839,-1.038,-0.416
1611,57564397,99708.92,27.96,-0.787,-0.454,0.010
1613,57624416,99714.05,27.96,-0.815,-0.889,0.315
1615,57684397,99713.01,27.96,-0.843,-0.800,-0.206
1617,57744450,99713.32,27.96,-0.859,-0.826,-0.473
1619,57804397,99713.36,27.96,-0.837,-0.830,-0.052
1621,57864396,99713.19,27.96,-0.820,-0.815,0.315
1623,57924416,99713.87,27.96,-0.825,-0.872,0.204
1625,57984397,99714.45,27.97,-0.853,-0.922,-0.131
1627,58044422,99710.76,27.97,-0.803,-0.609,-0.184
1629,58104397,99712.39,27.97,-0.828,-0.748,0.262
1631,58164396,99716.28,27.97,-0.870,-1.077,-0.173
1633,58224416,99717.04,27.97,-0.922,-1.141,-0.547
1635,58284408,99716.51,27.97,-0.918,-1.096,-0.579
1637,58344450,99710.88,27.97,-0.869,-0.620,-0.053
1639,58404397,99711.91,27.97,-0.861,-0.706,0.348
1641,58464396,99711.05,27.97,-0.838,-0.634,0.288
1643,58524416,99712.40,27.97,-0.814,-0.748,0.428
1645,58584397,99711.11,27.97,-0.784,-0.639,0.463
1647,58644433,99712.45,27.97,-0.755,-0.752,0.526
1649,58704397,99707.80,27.97,-0.717,-0.359,0.401
1651,58764397,99718.08,27.97,-0.780,-1.228,0.388
1653,58824416,99713.82,27.97,-0.802,-0.868,-0.465
1655,58884397,99713.41,27.97,-0.837,-0.834,-0.765
1657,58944449,99715.08,27.97,-0.858,-0.975,-0.467
1659,59004397,99712.27,27.97,-0.861,-0.737,-0.351
1661,59064408,99715.26,27.97,-0.850,-0.990,0.027
1663,59124416,99713.63,27.98,-0.885,-0.853,-0.017
1665,59184397,99712.18,27.97,-0.853,-0.730,-0.359
1667,59244422,99709.80,27.98,-0.802,-0.529,0.414
1669,59304397,99713.05,27.98,-0.819,-0.803,0.549
1671,59364397,99712.23,27.98,-0.817,-0.734,0.008
1673,59424416,99714.30,27.98,-0.797,-0.909,0.187
1675,59484397,99709.77,27.98,-0.779,-0.525,0.192
1677,59544450,99712.17,27.98,-0.762,-0.729,0.199
1679,59604397,99712.33,27.98,-0.779,-0.742,0.244
1681,59664397,99712.16,27.98,-0.788,-0.729,-0.223
1683,59724416,99712.52,27.98,-0.805,-0.759,-0.210
1685,59784397,99711.33,27.98,-0.770,-0.658,-0.034
1687,59844431,99711.80,27.98,-0.784,-0.698,0.254
1689,59904397,99712.88,27.99,-0.804,-0.788,-0.149
1691,59964396,99709.11,27.99,-0.789,-0.470,-0.292
1693,60024416,99712.88,27.99,-0.777,-0.788,0.212
1695,60084397,99709.99,27.99,-0.743,-0.544,0.397
1697,60144475,99713.45,27.99,-0.740,-0.837,0.433
1699,60204397,99717.10,27.99,-0.832,-1.146,-0.087
1701,60264396,99710.55,27.99,-0.833,-0.592,-1.171
1703,60324417,99713.71,27.99,-0.827,-0.859,-0.257
1705,60384397,99711.72,27.99,-0.832,-0.691,0.096
1707,60444422,99714.95,28.00,-0.848,-0.964,-0.076
1709,60504397,99713.30,27.99,-0.857,-0.824,-0.153
1711,60564396,99711.61,28.00,-0.841,-0.681,-0.200
1713,60624427,99713.63,28.00,-0.852,-0.852,0.122
1715,60684397,99713.66,28.00,-0.841,-0.855,0.073
1717,60744450,99714.54,28.00,-0.888,-0.930,-0.117
1719,60804397,99713.22,28.00,-0.864,-0.817,-0.391
1721,60864396,99712.58,28.00,-0.876,-0.763,0.037
1723,60924416,99715.86,28.00,-0.893,-1.041,-0.068
1725,60984397,99714.95,28.00,-0.894,-0.963,-0.082
1727,61044422,99711.77,28.00,-0.864,-0.695,-0.070
1729,61104397,99713.05,28.00,-0.842,-0.803,0.356
1731,61164396,99712.61,28.00,-0.813,-0.766,0.490
1733,61224416,99716.37,28.00,-0.854,-1.084,0.285
1735,61284397,99712.36,28.00,-0.837,-0.745,-0.341
1737,61344450,99711.81,28.00,-0.842,-0.699,-0.130
1739,61404408,99711.25,28.01,-0.831,-0.651,-0.032
1741,61464396,99712.44,28.01,-0.791,-0.751,0.386
1743,61524416,99710.31,28.00,-0.768,-0.571,0.539
1745,61584397,99715.13,28.01,-0.772,-0.980,0.419
1747,61644433,99712.06,28.00,-0.760,-0.720,0.140
1749,61704397,99712.72,28.01,-0.752,-0.775,0.045
1751,61764396,99710.27,28.01,-0.723,-0.568,0.173
1753,61824416,99714.16,28.01,-0.773,-0.898,0.116
1755,61884397,99709.52,28.01,-0.736,-0.504,-0.349
1757,61944450,99711.32,28.01,-0.744,-0.657,0.159
1759,62004397,99712.09,28.01,-0.757,-0.722,0.014
1761,62064396,99710.99,28.01,-0.743,-0.629,-0.084
1763,62124416,99712.42,28.01,-0.744,-0.750,0.150
1765,62184405,99710.86,28.01,-0.745,-0.618,-0.015
1767,62244423,99715.15,28.01,-0.775,-0.981,-0.039
1769,62304397,99709.09,28.01,-0.715,-0.468,-0.070
1771,62364396,99715.76,28.01,-0.762,-1.033,0.393
1773,62424416,99712.50,28.01,-0.764,-0.757,-0.290
1775,62484397,99712.77,28.01,-0.754,-0.779,-0.177
1777,62544449,99713.25,28.01,-0.777,-0.820,0.020
1779,62604397,99712.60,28.01,-0.770,-0.765,-0.212
1781,62664396,99713.60,28.01,-0.779,-0.850,0.017
1783,62724416,99713.28,28.01,-0.745,-0.823,0.145
1785,62784397,99710.55,28.01,-0.723,-0.592,0.330
1787,62844423,99711.09,28.01,-0.723,-0.637,0.164
1789,62904397,99712.19,28.01,-0.751,-0.730,-0.060
1791,62964405,99713.70,28.01,-0.757,-0.859,-0.202
1793,63024416,99715.45,28.01,-0.795,-1.006,-0.144
1795,63084397,99713.48,28.02,-0.766,-0.840,-0.266
1797,63144475,99715.37,28.02,-0.753,-0.999,0.351
1799,63204397,99714.29,28.02,-0.764,-0.908,0.158
1801,63264396,99709.16,28.02,-0.737,-0.474,-0.283
1803,63324416,99713.31,28.02,-0.756,-0.826,0.125
1805,63384397,99710.23,28.02,-0.724,-0.565,0.056
1807,63444423,99711.95,28.02,-0.702,-0.711,0.393
1809,63504397,99707.65,28.02,-0.679,-0.346,0.276
1811,63564397,99714.91,28.02,-0.710,-0.960,0.248
1813,63624416,99712.21,28.02,-0.750,-0.733,-0.307
1815,63684397,99714.58,28.02,-0.779,-0.933,-0.659
1817,63744458,99714.08,28.02,-0.800,-0.890,-0.387
1819,63804397,99715.72,28.02,-0.826,-1.029,-0.360
1821,63864396,99709.61,28.02,-0.798,-0.512,-0.383
1823,63924416,99713.13,28.03,-0.801,-0.810,0.134
1825,63984397,99713.64,28.02,-0.809,-0.853,0.169
1827,64044422,99712.27,28.02,-0.835,-0.737,-0.291
1829,64104397,99711.67,28.03,-0.787,-0.687,-0.124
1831,64164396,99716.44,28.02,-0.852,-1.090,0.349
1833,64224416,99711.62,28.02,-0.792,-0.682,-0.322
1835,64284397,99712.84,28.03,-0.817,-0.786,0.255
1837,64344450,99714.68,28.02,-0.825,-0.941,-0.104
1839,64404397,99712.64,28.02,-0.804,-0.768,0.001
1841,64464396,99715.26,28.02,-0.855,-0.990,-0.039
1843,64524427,99711.20,28.02,-0.797,-0.647,-0.287
1845,64584397,99713.48,28.02,-0.788,-0.840,0.546
1847,64644433,99714.48,28.02,-0.817,-0.924,0.164
1849,64704397,99714.13,28.02,-0.820,-0.895,-0.290
1851,64764396,99713.58,28.02,-0.814,-0.848,-0.072
1853,64824416,99710.99,28.02,-0.796,-0.629,0.003
1855,64884397,99713.20,28.02,-0.804,-0.816,0.136
1857,64944450,99714.02,28.02,-0.828,-0.886,-0.051
1859,65004397,99712.23,28.02,-0.810,-0.733,-0.212
1861,65064397,99713.77,28.02,-0.831,-0.864,0.036
1863,65124416,99711.15,28.02,-0.808,-0.642,-0.140
1865,65184397,99713.11,28.02,-0.771,-0.808,0.414
1867,65244422,99714.34,28.03,-0.797,-0.912,0.448
1869,65304408,99713.51,28.02,-0.764,-0.842,-0.029
1871,65364397,99709.41,28.02,-0.737,-0.495,0.225
1873,65424416,99711.48,28.03,-0.757,-0.671,0.108
1875,65484397,99715.62,28.02,-0.804,-1.021,-0.128
1877,65544450,99714.12,28.02,-0.803,-0.894,-0.396
1879,65604397,99710.70,28.02,-0.760,-0.604,-0.046
1881,65664397,99711.88,28.02,-0.718,-0.704,0.597
1883,65724416,99710.90,28.02,-0.744,-0.621,0.366
1885,65784397,99713.66,28.02,-0.766,-0.855,-0.275
1887,65844422,99711.59,28.01,-0.735,-0.679,-0.057
1889,65904397,99713.77,28.01,-0.754,-0.864,0.219
1891,65964396,99712.95,28.01,-0.724,-0.795,0.076
1893,66024416,99712.27,28.01,-0.726,-0.737,0.219
1895,66084408,99713.95,28.01,-0.743,-0.879,-0.040
1897,66144476,99714.29,28.01,-0.742,-0.908,-0.074
1899,66204397,99713.58,28.01,-0.739,-0.848,-0.012
1901,66264396,99712.61,28.01,-0.755,-0.766,-0.155
1903,66324416,99713.20,28.01,-0.754,-0.815,-0.184
1905,66384397,99711.74,28.01,-0.739,-0.693,0.039
1907,66444423,99712.16,28.01,-0.697,-0.728,0.359
1909,66504397,99714.09,28.01,-0.742,-0.891,0.337
1911,66564397,99713.84,28.01,-0.759,-0.870,-0.461
1913,66624416,99715.02,28.02,-0.810,-0.970,-0.477
1915,66684397,99712.15,28.02,-0.785,-0.727,-0.526
1917,66744450,99712.91,28.02,-0.821,-0.791,-0.100
1919,66804397,99711.32,28.02,-0.783,-0.657,-0.196
1921,66864408,99712.98,28.02,-0.801,-0.798,0.278
1923,66924416,99711.33,28.02,-0.803,-0.658,-0.167
1925,66984397,99715.65,28.02,-0.837,-1.023,-0.097
1927,67044423,99709.11,28.03,-0.782,-0.470,-0.181
1929,67104397,99715.20,28.03,-0.779,-0.985,0.569
1931,67164396,99713.04,28.03,-0.771,-0.803,0.349
1933,67224416,99712.63,28.03,-0.754,-0.768,0.045
1935,67284397,99710.37,28.03,-0.742,-0.576,0.127
1937,67344450,99712.72,28.03,-0.765,-0.775,0.025
1939,67404397,99715.79,28.03,-0.816,-1.035,-0.255
1941,67464396,99712.45,28.03,-0.809,-0.753,-0.558
1943,67524416,99709.87,28.03,-0.774,-0.534,-0.084
1945,67584397,99709.99,28.03,-0.748,-0.545,0.408
1947,67644441,99710.92,28.03,-0.742,-0.623,0.414
1949,67704397,99712.12,28.03,-0.783,-0.724,-0.025
1951,67764397,99711.55,28.04,-0.731,-0.676,-0.109
1953,67824416,99712.68,28.04,-0.739,-0.772,0.511
1955,67884397,99715.38,28.04,-0.763,-1.001,0.032
1957,67944450,99712.48,28.04,-0.791,-0.755,-0.452
1959,68004397,99714.19,28.04,-0.819,-0.899,-0.561
1961,68064396,99709.73,28.04,-0.783,-0.523,-0.275
1963,68124416,99713.12,28.04,-0.775,-0.809,0.361
1965,68184397,99713.27,28.04,-0.797,-0.822,0.182
1967,68244423,99713.59,28.04,-0.822,-0.849,-0.351
1969,68304397,99713.30,28.04,-0.807,-0.825,-0.208
1971,68364397,99713.02,28.05,-0.819,-0.801,0.038
1973,68424426,99714.66,28.05,-0.817,-0.939,-0.030
1975,68484397,99711.85,28.05,-0.796,-0.702,0.064
1977,68544450,99710.71,28.05,-0.771,-0.605,0.172
1979,68604397,99714.79,28.05,-0.760,-0.950,0.524
1981,68664397,99707.89,28.05,-0.699,-0.367,0.352
1983,68724416,99713.23,28.05,-0.722,-0.819,0.467
1985,68784397,99713.90,28.05,-0.746,-0.875,-0.009
1987,68844423,99712.48,28.05,-0.766,-0.755,-0.456
1989,68904397,99715.68,28.05,-0.757,-1.026,-0.096
1991,68964396,99713.11,28.06,-0.746,-0.808,0.182
1993,69024417,99713.83,28.06,-0.775,-0.869,-0.140
1995,69084397,99712.26,28.06,-0.761,-0.736,-0.275
1997,69144489,99714.54,28.06,-0.764,-0.929,0.148
1999,69204408,99713.48,28.06,-0.763,-0.840,0.059
2001,69264396,99711.91,28.06,-0.767,-0.707,-0.163
2003,69324416,99711.02,28.06,-0.747,-0.632,-0.059
2005,69384397,99711.73,28.06,-0.723,-0.692,0.351
2007,69444424,99714.80,28.06,-0.749,-0.951,0.335
2009,69504397,99710.10,28.07,-0.755,-0.554,-0.387
2011,69564397,99710.44,28.07,-0.702,-0.582,-0.012
2013,69624416,99710.15,28.06,-0.673,-0.558,0.752
2015,69684397,99712.02,28.07,-0.730,-0.716,0.128
2017,69744450,99714.62,28.07,-0.790,-0.937,-0.709
2019,69804397,99712.37,28.07,-0.809,-0.746,-0.820
2021,69864396,99711.44,28.07,-0.775,-0.667,-0.246
2023,69924416,99709.34,28.07,-0.741,-0.489,0.389
2025,69984408,99708.06,28.07,-0.717,-0.381,0.373
2027,70044423,99713.59,28.07,-0.759,-0.849,0.283
2029,70104397,99713.99,28.07,-0.787,-0.883,-0.285
2031,70164396,99711.45,28.07,-0.785,-0.668,-0.458
2033,70224416,99716.20,28.07,-0.818,-1.070,-0.081
2035,70284397,99713.25,28.07,-0.798,-0.820,-0.146
2037,70344449,99710.71,28.07,-0.787,-0.606,-0.040
2039,70404397,99713.58,28.07,-0.789,-0.848,0.147
2041,70464396,99710.27,28.07,-0.748,-0.568,0.199
2043,70524416,99712.46,28.07,-0.751,-0.754,0.377
2045,70584397,99713.27,28.07,-0.769,-0.822,0.069
2047,70644433,99715.77,28.07,-0.804,-1.034,-0.227
2049,70704397,99715.79,28.07,-0.830,-1.035,-0.426
2051,70764405,99713.99,28.08,-0.869,-0.883,-0.647
2053,70824416,99713.64,28.08,-0.873,-0.853,-0.599
2055,70884397,99713.06,28.08,-0.830,-0.804,0.120
2057,70944450,99714.45,28.08,-0.828,-0.921,0.520
2059,71004397,99712.66,28.08,-0.792,-0.770,0.258
2061,71064396,99715.41,28.08,-0.822,-1.004,0.279
2063,71124416,99712.27,28.08,-0.821,-0.738,-0.306
2065,71184397,99711.84,28.08,-0.788,-0.701,-0.020
2067,71244423,99711.69,28.09,-0.769,-0.688,0.440
2069,71304397,99712.95,28.09,-0.760,-0.794,0.360
2071,71364397,99709.52,28.08,-0.720,-0.504,0.238
2073,71424416,99713.57,28.09,-0.798,-0.847,0.025
2075,71484397,99712.86,28.09,-0.785,-0.787,-0.568
2077,71544458,99712.22,28.09,-0.795,-0.733,-0.064
2079,71604397,99712.44,28.09,-0.816,-0.751,-0.244
2081,71664397,99713.34,28.09,-0.833,-0.828,-0.277
2083,71724416,99714.72,28.09,-0.858,-0.944,-0.232
2085,71784397,99713.70,28.09,-0.859,-0.859,-0.285
2087,71844423,99709.93,28.09,-0.787,-0.540,0.132
2089,71904397,99714.02,28.09,-0.808,-0.886,0.688
2091,71964396,99711.82,28.09,-0.783,-0.699,0.088
2093,72024416,99711.96,28.09,-0.773,-0.711,0.205
2095,72084397,99715.66,28.09,-0.861,-1.025,-0.174
2097,72144475,99710.05,28.09,-0.804,-0.550,-0.729
2099,72204397,99712.41,28.09,-0.788,-0.750,0.451
2101,72264396,99712.89,28.09,-0.795,-0.790,0.349
2103,72324427,99710.82,28.10,-0.775,-0.615,-0.027
2105,72384397,99711.54,28.09,-0.791,-0.675,0.049
2107,72444422,99710.71,28.10,-0.749,-0.605,0.085
2109,72504397,99714.45,28.10,-0.778,-0.922,0.436
2111,72564396,99713.75,28.10,-0.847,-0.862,-0.516
2113,72624416,99714.70,28.10,-0.850,-0.943,-0.804
2115,72684397,99713.56,28.10,-0.855,-0.847,-0.145
2117,72744450,99714.10,28.10,-0.884,-0.893,-0.252
2119,72804397,99715.16,28.10,-0.872,-0.981,-0.172
2121,72864396,99708.18,28.10,-0.806,-0.391,0.172
2123,72924416,99714.40,28.10,-0.834,-0.917,0.531
2125,72984397,99713.30,28.10,-0.808,-0.824,0.186
2127,73044422,99711.34,28.10,-0.783,-0.658,0.244
2129,73104408,99716.43,28.10,-0.834,-1.089,0.168
2131,73164396,99713.34,28.10,-0.864,-0.828,-0.603
2133,73224416,99716.87,28.10,-0.924,-1.126,-0.714
2135,73284397,99712.95,28.10,-0.893,-0.794,-0.537
