=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.22 14:05:03 =~=~=~=~=~=~=~=~=~=~=~=
imu_seq,baro_seq,timestamp_us,roll_deg,pitch_deg,yaw_deg,heading_deg,altitude_m,raw_altitude_m,climb_rate_mps,pressure_pa,temperature_c,comp_altitude_m,comp_climb_rate_mps,comp_accel_up_mss,accel_x_mss,accel_y_mss,accel_z_mss,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,linacc_x_mss,linacc_y_mss,linacc_z_mss,grav_x_mss,grav_y_mss,grav_z_mss,imu_valid,baro_valid
[IMU] BNO055 axis_map=0x24 sign_x=0 sign_y=0 sign_z=0
[SETUP] Baro PROM: C1=39189 C2=35799 C3=24633 C4=24872 C5=35093 C6=27857
[SETUP] Airspeed init failed -- check wiring/I2C address
[SETUP] SD card init failed -- check the card is inserted
5,1,10680668,4.312,-3.938,3.438,3.438,-0.078,-0.432,0.000,99983.58,36.91,-0.009,-0.536,-19.6310,0.0800,0.0000,9.8700,0.0625,0.0000,-0.0625,6.2500,5.8750,-48.8750,0.0100,0.0500,0.0000,0.0500,-0.0500,9.8000,1,1
17,4,10780648,4.312,-3.938,3.438,3.438,-0.059,0.191,0.000,99976.20,37.04,-0.182,-2.496,-19.5834,0.1000,0.0100,9.8200,0.0625,0.0000,-0.1250,5.5000,5.8750,-47.6875,0.0300,0.0500,0.0400,0.0500,-0.0500,9.8000,1,1
30,8,10890524,4.312,-3.938,3.438,3.438,-0.051,-0.538,1.379,99984.84,37.18,-0.524,-4.636,-19.5799,0.0600,0.0000,9.8200,0.0625,-0.0625,-0.0625,5.0625,5.8750,-48.8750,0.0300,0.0500,0.0100,0.0500,-0.0500,9.8000,1,1
4072,1130,44596292,3.250,-5.562,15.750,15.750,0.098,0.228,0.552,99975.76,37.64,-96.952,-97.474,-19.5929,-0.0600,0.2500,9.8400,0.0000,-0.1875,0.0000,-8.3750,-18.5625,-90.1875,0.0600,0.0200,0.0400,-0.1200,0.2300,9.8000,1,1
4086,1134,44714315,3.312,-5.500,15.515,14.938,0.272,0.571,0.739,99971.70,37.62,-96.893,-97.444,-19.4490,2.4500,-0.4000,9.4900,-13.4375,34.3750,29.7500,-7.6875,-19.7500,-89.3750,1.0200,0.6400,0.2600,-0.1200,0.2200,9.8000,1,1
4100,1138,44834495,3.250,-5.562,14.064,13.500,0.283,1.257,-1.191,99963.57,37.60,-96.875,-97.459,-19.5909,-0.0800,0.2500,9.8400,0.0625,0.1875,-0.0625,-9.1875,-19.0000,-89.3750,0.1100,0.0300,0.0000,-0.1300,0.2200,9.8000,1,1
4115,1142,44954666,3.250,-5.562,13.616,13.500,-0.120,-0.673,-2.482,99986.45,37.64,-96.889,-97.469,-19.5929,-0.0600,0.2500,9.8400,0.0000,-0.0625,-0.0625,-10.5625,-19.0000,-90.6875,0.0200,0.0000,0.0400,-0.1200,0.2200,9.8000,1,1
4129,1146,45074500,3.250,-5.562,13.527,13.500,-0.058,1.032,-0.630,99966.23,37.64,-96.924,-97.482,-19.5730,-0.0600,0.2500,9.8200,-0.1250,-0.0625,0.0000,-9.1875,-19.0000,-89.7500,0.0600,0.0100,0.0400,-0.1200,0.2200,9.8000,1,1
4144,1150,45196291,3.250,-5.562,13.505,13.500,-0.046,0.013,1.314,99978.30,37.63,-96.887,-97.480,-19.5924,-0.0700,0.2600,9.8400,0.0000,-0.0625,-0.0625,-8.0625,-19.7500,-90.1875,0.0400,0.0300,0.0300,-0.1200,0.2200,9.8000,1,1
4158,1154,45314681,3.250,-5.562,13.501,13.500,-0.115,0.428,-1.853,99973.40,37.63,-96.921,-97.493,-19.5929,-0.0600,0.2500,9.8400,0.0000,-0.0625,-0.0625,-9.5000,-18.5625,-91.0625,0.0500,0.0000,0.0100,-0.1200,0.2200,9.8000,1,1
4172,1158,45434899,3.250,-5.562,13.500,13.500,-0.182,-0.568,1.062,99985.20,37.63,-96.901,-97.495,-19.5629,-0.0500,0.2300,9.8100,0.1250,0.1875,-0.1250,-9.8750,-19.0000,-89.3750,0.0700,0.0200,0.0200,-0.1200,0.2200,9.8000,1,1
4187,1162,45555028,3.250,-5.562,13.500,13.500,-0.268,-1.077,-0.417,99991.23,37.64,-96.919,-97.504,-19.5605,-0.0800,0.2400,9.8100,0.0000,0.1875,-0.0625,-9.8750,-19.3750,-89.3750,0.0500,0.0200,0.0200,-0.1200,0.2200,9.8000,1,1
4201,1166,45674901,3.250,-5.562,13.500,13.500,-0.069,0.765,-0.206,99969.40,37.63,-96.944,-97.513,-19.5727,-0.0800,0.2800,9.8200,0.0000,-0.0625,0.0625,-10.1875,-19.3750,-89.0000,0.0500,0.0300,0.0200,-0.1200,0.2200,9.8000,1,1
4214,1169,45774866,3.562,-5.625,13.500,13.500,-0.065,0.571,1.759,99971.70,37.63,-96.933,-97.516,-19.5912,0.1300,0.2900,9.8200,2.9375,-12.5625,-0.9375,-10.1875,-19.3750,-89.7500,-0.6100,-0.1700,0.0700,-0.0800,0.2400,9.8000,1,1
4227,1173,45885314,3.312,-5.562,13.630,13.688,0.179,0.513,1.379,99972.39,37.63,-96.873,-97.513,-19.5958,-0.0500,0.2900,9.8400,0.0000,-0.1875,0.1250,-9.5000,-18.5625,-89.7500,0.0000,0.0200,0.0100,-0.1200,0.2200,9.8000,1,1
4242,1177,46005489,3.312,-5.562,13.617,13.562,0.002,0.041,-1.538,99977.98,37.62,-96.896,-97.523,-19.5738,-0.0600,0.2700,9.8200,0.1875,-0.6875,-0.1250,-8.7500,-18.2500,-89.3750,0.1000,0.0400,0.0400,-0.1200,0.2200,9.8000,1,1
4256,1181,46125312,3.250,-5.500,13.575,13.562,-0.090,0.612,-1.081,99971.22,37.62,-96.930,-97.532,-19.6556,0.0800,0.4000,9.8800,0.1250,0.0000,0.0000,-8.7500,-19.3750,-89.3750,-0.0400,-0.0200,0.0000,-0.1200,0.2200,9.8000,1,1
4271,1185,46247296,3.312,-5.500,13.565,13.562,-0.023,0.352,0.852,99974.29,37.61,-96.907,-97.532,-19.5825,-0.0600,0.2300,9.8300,-0.8750,-0.3125,-0.0625,-9.1875,-18.5625,-90.1875,0.0500,0.0100,0.0200,-0.1200,0.2200,9.8000,1,1
4285,1189,46365307,3.312,-5.562,13.563,13.562,-0.152,-0.235,-0.327,99981.24,37.63,-96.920,-97.539,-19.5722,-0.0700,0.2600,9.8200,0.0000,0.0000,0.0625,-9.1875,-19.3750,-89.0000,0.0600,0.0400,0.0100,-0.1200,0.2200,9.8000,1,1
4299,1193,46485521,3.312,-5.562,13.563,13.562,-0.265,-1.093,-1.025,99991.42,37.63,-96.932,-97.545,-19.5533,-0.0600,0.2600,9.8000,0.0000,0.0000,0.1250,-9.5000,-18.5625,-89.0000,0.0400,0.0100,0.0400,-0.1200,0.2200,9.8000,1,1
4314,1197,46605851,3.312,-5.562,13.557,13.562,-0.415,-1.197,-0.879,99992.66,37.64,-96.985,-97.562,-19.5812,-0.0800,0.2600,9.8300,0.1250,0.1250,0.0000,-9.5000,-19.3750,-89.3750,0.0300,0.0300,0.0400,-0.1200,0.2200,9.8000,1,1
4329,1201,46727295,3.312,-5.562,13.561,13.562,-0.360,0.087,-0.880,99977.43,37.61,-97.050,-97.579,-19.6124,-0.0600,0.2500,9.8600,0.1250,0.1250,0.0000,-9.1875,-19.0000,-90.1875,0.0500,0.0200,0.0500,-0.1200,0.2200,9.8000,1,1
4341,1204,46825600,3.312,-5.562,13.562,13.562,-0.370,-0.806,1.124,99988.02,37.64,-97.051,-97.582,-19.5835,-0.0500,0.2500,9.8300,0.0000,-0.1250,0.1875,-9.1875,-19.0000,-90.1875,0.0400,0.0000,0.0300,-0.1200,0.2200,9.8000,1,1
4354,1208,46935389,3.312,-5.562,13.562,13.562,-0.342,0.295,-1.977,99974.98,37.62,-97.106,-97.595,-19.5717,-0.0700,0.2500,9.8200,0.0000,0.0000,-0.1250,-8.3750,-18.5625,-89.3750,0.0400,0.0200,0.0100,-0.1100,0.2200,9.8000,1,1
4369,1212,47056005,3.312,-5.562,13.562,13.562,-0.346,-0.303,0.691,99982.05,37.62,-97.105,-97.599,-19.5925,-0.0600,0.2500,9.8400,0.0000,-0.1250,0.1875,-9.1875,-18.2500,-89.0000,0.0500,0.0200,0.0300,-0.1100,0.2200,9.8000,1,1
4383,1216,47175889,3.312,-5.562,13.562,13.562,0.032,0.476,2.666,99972.83,37.62,-97.042,-97.590,-19.5919,0.0300,0.2600,9.8300,-0.1250,0.1250,-0.8750,-9.8750,-20.0625,-89.0000,0.0300,0.0300,0.0100,-0.1100,0.2200,9.8000,1,1
4398,1220,47297291,3.312,-5.562,13.562,13.562,-0.026,0.801,-0.481,99968.96,37.64,-97.059,-97.597,-19.5709,-0.0900,0.2700,9.8200,0.0625,0.0000,-0.1250,-9.1875,-19.3750,-89.3750,0.0200,0.0400,0.0200,-0.1100,0.2200,9.8000,1,1
4412,1224,47416136,3.312,-5.562,13.650,13.875,-0.279,0.456,-2.911,99973.05,37.62,-97.121,-97.612,-19.5843,0.0600,0.2500,9.8200,0.0000,-0.0625,-8.0625,-10.1875,-18.2500,-88.1875,0.1200,0.0100,-0.0100,-0.1200,0.2200,9.8000,1,1
4426,1228,47536290,3.312,-5.562,13.824,13.875,-0.280,0.514,-0.443,99972.38,37.63,-97.136,-97.617,-19.5625,-0.0500,0.2300,9.8100,0.1250,-0.0625,0.0625,-8.3750,-18.5625,-89.7500,0.0100,0.0100,0.0100,-0.1200,0.2200,9.8000,1,1
4441,1232,47656477,3.312,-5.562,13.889,14.062,-0.286,-0.548,0.720,99984.96,37.62,-97.118,-97.615,-19.5822,-0.1900,0.2900,9.8400,0.1875,0.1875,-11.7500,-10.1875,-19.7500,-91.0625,-0.0300,0.0400,0.0200,-0.1200,0.2200,9.8000,1,1
4455,1236,47776317,3.250,-5.500,15.035,16.125,-0.071,0.447,0.747,99973.16,37.62,-97.104,-97.615,-19.5186,-0.4900,0.3500,9.8000,0.1875,-0.2500,-19.6875,-9.1875,-18.5625,-90.1875,-0.1000,0.0700,0.0200,-0.1200,0.2200,9.8000,1,1
4470,1240,47898291,3.250,-5.500,17.392,18.625,-0.147,0.336,-0.952,99974.48,37.63,-97.116,-97.618,-19.5874,-0.0600,0.3100,9.8300,0.2500,0.0000,-10.8750,-5.3750,-18.2500,-89.0000,0.0600,0.0900,0.0300,-0.1300,0.2100,9.8000,1,1
4484,1244,48016329,3.000,-5.375,22.759,29.750,-0.257,0.146,-0.894,99976.73,37.63,-97.145,-97.629,-19.6177,0.2800,0.4100,9.8200,1.6250,0.8750,-218.8125,-4.6875,-17.0625,-89.3750,0.7200,-0.5700,0.0200,-0.1800,0.1900,9.8000,1,1
4498,1248,48136677,2.375,-4.750,50.106,74.375,-0.357,-0.817,0.120,99988.14,37.64,-97.143,-97.637,-19.4986,1.1900,1.3200,9.5800,0.9375,-2.2500,-400.4375,6.7500,-8.5625,-87.7500,-0.7100,1.6100,0.0800,-0.2700,0.0800,9.8000,1,1
4513,1252,48256849,2.625,-4.000,91.715,113.625,-0.256,-0.224,0.488,99981.12,37.63,-97.150,-97.644,-19.6494,0.0900,0.8900,9.8300,0.8125,0.8750,-205.9375,15.3750,23.6875,-88.1875,0.6300,0.8400,0.0100,-0.2400,-0.0500,9.8000,1,1
4527,1256,48376514,2.500,-3.750,113.859,122.188,-0.179,0.492,-0.301,99972.64,37.62,-97.164,-97.648,-19.5706,-0.2200,-0.2600,9.8200,3.1250,-5.5625,-14.1875,11.2500,32.8750,-89.0000,0.3100,0.5100,0.0500,-0.2400,-0.0800,9.8000,1,1
4543,1260,48498291,2.688,-3.938,121.132,123.312,-0.311,0.047,-0.264,99977.90,37.62,-97.196,-97.662,-19.6680,0.2100,0.4500,9.8600,1.4375,-2.8750,-17.8750,10.8750,35.5625,-87.0000,0.4400,0.5000,0.0500,-0.2200,-0.0500,9.8000,1,1
4558,1264,48616756,2.875,-4.250,122.913,123.375,-0.276,-0.590,0.218,99985.46,37.62,-97.181,-97.664,-19.5753,-0.1100,0.3200,9.8000,0.4375,-1.4375,0.1250,10.0625,35.8750,-88.5625,0.1200,0.3000,0.0300,-0.1900,0.0000,9.8000,1,1
4574,1268,48737560,2.938,-4.438,122.724,121.188,-0.120,0.196,0.469,99976.13,37.62,-97.184,-97.668,-19.5581,-0.9100,0.2800,9.8500,-0.1250,0.6250,73.8750,11.2500,34.3750,-88.1875,-1.1900,-0.1100,0.0500,-0.1800,0.0300,9.8000,1,1
4589,1272,48857293,2.938,-4.750,111.345,96.375,-0.310,-1.505,-0.607,99996.30,37.63,-97.179,-97.668,-19.3876,-3.7300,-0.0600,9.9400,-3.5625,5.5625,362.9375,13.0625,27.6875,-88.5625,-1.6500,-0.4700,0.1200,-0.1800,0.0900,9.8000,1,1
4603,1276,48976855,4.562,-5.000,70.018,36.812,-0.217,-0.094,-0.288,99979.58,37.63,-97.207,-97.692,-19.8129,0.9300,1.9400,9.8400,-11.8750,-31.1250,511.4375,13.5000,4.3750,-88.5625,0.0000,2.1200,-1.4900,0.1500,0.1100,9.8000,1,1
4618,1280,49099292,4.250,-4.812,14.939,349.375,-0.115,-0.451,1.306,99983.81,37.63,-97.167,-97.677,-19.7077,-1.0300,0.4100,10.0200,0.5625,-0.3125,117.2500,-20.2500,-21.2500,-89.0000,-1.0800,0.3100,0.2200,0.0400,0.0900,9.8000,1,1
4632,1284,49217161,4.312,-4.750,-7.990,344.688,-0.122,0.367,-1.131,99974.12,37.61,-97.190,-97.680,-19.5252,-0.2300,0.2500,9.7800,-0.2500,-0.1250,-0.6875,-29.1875,-20.5000,-89.3750,-0.3900,0.1200,0.0100,0.0500,0.0900,9.8000,1,1
4646,1288,49337313,3.875,-4.812,-12.850,347.938,-0.161,-1.223,1.732,99992.95,37.63,-97.133,-97.646,-16.4732,-3.4300,0.2200,6.9800,0.8750,16.1250,-111.6875,-28.3750,-20.5000,-89.7500,-1.2100,-0.3300,-1.1800,0.0200,0.1000,9.8000,1,1
4661,1292,49457486,4.250,-4.812,-8.107,352.812,-0.237,-0.846,-0.650,99988.48,37.62,-97.159,-97.672,-19.6692,1.7500,-0.3100,9.8000,0.1250,-0.9375,48.5625,-21.3750,-21.2500,-88.1875,0.6200,0.6600,0.1000,0.0400,0.1000,9.8000,1,1
4675,1296,49577307,4.250,-4.812,-9.822,348.812,-0.215,-1.096,-0.086,99991.45,37.63,-97.151,-97.675,-19.4286,0.5300,-1.2400,9.7300,-0.6875,0.5625,23.3125,-24.7500,-21.2500,-87.7500,-1.3700,-1.1400,-0.0900,0.0400,0.0900,9.8000,1,1
4690,1300,49699294,4.375,-4.562,-18.557,332.062,-0.196,-0.438,-0.434,99983.65,37.61,-97.169,-97.676,-19.6267,-0.0700,-0.5800,9.9300,-1.6875,0.6250,173.0625,-31.7500,-19.7500,-87.3750,-0.1400,-0.6400,0.1200,0.0700,0.0500,9.8000,1,1
4704,1304,49817491,4.812,-4.312,-35.198,311.875,-0.202,-0.119,0.035,99979.87,37.62,-97.177,-97.688,-19.6531,-0.4300,1.2100,9.8400,-0.8125,0.3750,263.1250,-38.8750,-15.2500,-88.1875,-1.7100,0.9200,0.1100,0.1300,0.0000,9.8000,1,1
4718,1308,49937699,4.875,-4.062,-56.254,291.625,-0.364,-0.660,-0.352,99986.28,37.64,-97.199,-97.687,-19.7326,-0.1200,0.7700,9.9300,-0.3125,-0.5625,136.8750,-48.8750,-5.2500,-87.3750,-0.6800,1.2400,-0.0500,0.1500,-0.0400,9.8000,1,1
4733,1312,50057836,4.312,-3.625,-73.919,277.938,-0.237,-0.514,0.861,99984.55,37.62,-97.182,-97.690,-19.7669,1.5300,-0.3800,9.9400,-1.2500,0.5625,60.9375,-53.2500,6.1875,-88.1875,1.5000,-1.5600,-0.3500,0.0600,-0.1100,9.8000,1,1
4747,1316,50177606,4.312,-3.625,-80.455,278.312,-0.152,0.024,-0.255,99978.18,37.63,-97.186,-97.694,-19.6424,-0.0400,0.0800,9.8800,-0.7500,2.0000,-31.9375,-53.6875,8.7500,-87.0000,1.0100,-0.1100,-0.0600,0.0600,-0.1100,9.8000,1,1
4762,1320,50299292,4.438,-3.750,-77.165,288.688,-0.305,-0.909,-0.158,99989.23,37.64,-97.195,-97.703,-19.2462,2.5100,0.3000,9.3000,-0.3125,3.3125,-179.8125,-53.6875,5.0625,-87.3750,2.4300,0.4000,-0.5000,0.0800,-0.0900,9.8000,1,1
4776,1324,50417764,4.500,-4.562,-53.383,333.062,-0.090,0.673,0.245,99970.49,37.63,-97.200,-97.701,-19.8120,3.9400,-0.6000,9.8000,2.8750,1.3750,-530.8125,-48.0625,-6.3750,-88.1875,2.5400,-1.6200,0.3100,0.0900,0.0500,9.8000,1,1
4790,1328,50537874,4.312,-5.188,-12.828,9.062,-0.078,0.362,-0.721,99974.17,37.60,-97.183,-97.658,-19.3671,-0.7500,-0.9900,9.7700,0.1875,1.7500,-204.5625,-24.0000,-22.0000,-86.5625,-1.4700,-1.2000,0.2500,0.0500,0.1600,9.8000,1,1
4805,1332,50658304,3.875,-5.125,12.193,19.062,-0.240,0.091,-1.244,99977.38,37.64,-97.211,-97.648,-19.7968,-0.4700,1.4100,10.0000,-0.5000,-1.1250,59.5000,-6.5625,-18.5625,-87.3750,-0.0700,-0.0500,-0.0300,-0.0200,0.1500,9.8000,1,1
4818,1335,50758305,3.875,-5.125,16.853,20.438,-0.263,-0.591,-0.735,99985.47,37.63,-97.205,-97.659,-19.1296,-1.3200,-0.1400,9.5100,0.5000,0.8125,-88.9375,-7.6875,-19.7500,-88.1875,-0.4100,-0.6500,0.0300,-0.0200,0.1500,9.8000,1,1
4831,1339,50868128,3.250,-5.125,32.651,53.250,-0.215,0.989,-1.450,99966.74,37.62,-97.253,-97.676,-19.5640,1.5400,-0.8100,9.7200,4.8750,-0.6875,-621.2500,-1.6875,-16.7500,-89.0000,1.8800,-0.8300,-0.2900,-0.1400,0.1500,9.8000,1,1
4845,1343,50988306,3.062,-5.000,68.828,85.125,-0.210,0.100,0.606,99977.28,37.62,-97.220,-97.670,-19.1962,-3.3000,-0.4100,9.7500,-0.1875,0.6250,-36.3125,15.3750,6.5625,-89.0000,-0.9400,0.3100,0.0200,-0.1400,0.1300,9.8000,1,1
4860,1347,51108471,4.000,-5.312,60.259,30.250,-0.099,-0.010,1.124,99978.58,37.62,-97.187,-97.657,-19.5472,-3.4300,0.6600,10.0800,-0.2500,-6.7500,653.2500,13.5000,0.2500,-87.7500,-4.3000,-0.2400,0.0100,0.0000,0.1800,9.8000,1,1
4874,1351,51228322,4.188,-5.250,25.365,15.812,0.103,0.031,1.746,99978.09,37.63,-97.119,-97.645,-19.6742,-0.1700,1.5200,9.8400,1.1875,-0.8125,-229.4375,-10.5625,-20.8750,-88.1875,1.6700,2.2200,-0.1900,0.0200,0.1700,9.8000,1,1
4889,1355,51350298,3.125,-5.000,59.561,90.250,-0.235,-0.315,-2.493,99982.20,37.63,-97.175,-97.662,-19.0110,-5.6700,-1.8300,9.8500,1.0000,-1.5625,-147.1250,16.3750,6.5625,-88.1875,-5.5100,-1.9700,0.0400,-0.1500,0.1300,9.8000,1,1
4903,1359,51468294,3.812,-5.312,68.263,54.688,-0.344,-0.906,-0.729,99989.20,37.63,-97.189,-97.653,-19.6939,-0.9000,5.6400,9.6600,0.8125,1.8125,502.6875,16.7500,9.5625,-88.5625,0.4500,4.8700,-0.0800,-0.0200,0.1900,9.8000,1,1
4917,1363,51588677,4.188,-5.312,41.020,28.625,-0.359,-0.914,0.590,99989.30,37.63,-97.198,-97.660,-19.6240,-0.1000,1.0300,9.8200,0.3750,-2.6250,93.2500,2.0000,-14.1875,-88.5625,-0.3500,-0.0700,0.0000,0.0400,0.1900,9.8000,1,1
4932,1367,51708787,2.938,-5.062,46.040,71.500,-0.635,-0.600,-2.404,99985.58,37.63,-97.304,-97.688,-19.3224,2.1100,-0.0300,9.3800,5.4375,0.3125,-613.0625,5.6875,-11.8750,-88.5625,1.6900,0.4300,0.2000,-0.1800,0.1300,9.8000,1,1
4946,1371,51828496,3.125,-5.062,76.937,83.938,-0.546,0.234,0.379,99975.69,37.63,-97.341,-97.700,-19.7155,0.8200,0.9100,9.8400,-1.0625,1.3125,281.6250,17.8750,14.3750,-88.1875,1.6200,1.7300,0.0000,-0.1300,0.1500,9.8000,1,1
4961,1375,51950291,4.500,-5.125,36.974,3.875,-0.203,0.010,3.861,99978.34,37.63,-97.262,-97.676,-19.5411,-0.3700,0.4700,9.8000,-1.5000,3.8125,146.1250,-7.6875,-19.0000,-89.7500,-0.4600,0.3100,0.0000,0.0800,0.1500,9.8000,1,1
