=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.22 14:05:03 =~=~=~=~=~=~=~=~=~=~=~=
imu_seq,baro_seq,timestamp_us,roll_deg,pitch_deg,yaw_deg,heading_deg,altitude_m,raw_altitude_m,climb_rate_mps,pressure_pa,temperature_c,comp_altitude_m,comp_climb_rate_mps,comp_accel_up_mss,accel_x_mss,accel_y_mss,accel_z_mss,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,linacc_x_mss,linacc_y_mss,linacc_z_mss,grav_x_mss,grav_y_mss,grav_z_mss,imu_valid,baro_valid
4975,1379,52068856,4.438,-5.125,10.990,4.375,-0.502,-0.758,-2.404,99987.45,37.62,-97.315,-97.687,-19.4610,-1.0700,0.1100,9.8100,1.6250,-3.3750,-137.5000,-16.5625,-21.5625,-89.7500,-1.0000,0.3200,0.0000,0.0700,0.1600,9.8000,1,1
4989,1383,52188879,2.688,-4.875,45.251,84.938,-0.383,-0.785,1.299,99987.77,37.64,-97.298,-97.698,-20.5146,-2.4600,-3.0100,11.1100,8.8125,-39.1250,-556.9375,0.0625,-16.7500,-87.3750,-3.8100,-2.8800,0.1400,-0.2100,0.1100,9.8000,1,1
5004,1387,52309290,3.312,-5.250,79.706,72.500,-0.587,-1.138,-1.905,99991.95,37.64,-97.360,-97.718,-20.0092,0.1800,0.9700,10.1900,-1.1250,-5.6875,829.6250,17.8750,17.6875,-88.1875,-1.4700,0.0400,-0.0400,-0.1100,0.1700,9.8000,1,1
5018,1391,52428873,4.250,-5.062,31.797,4.062,-0.478,-0.370,0.620,99982.85,37.63,-97.378,-97.718,-19.4427,-0.6700,-0.2700,9.7800,-5.7500,13.1250,74.0625,-6.5625,-18.5625,-88.5625,0.0300,0.2600,0.0400,0.0500,0.1400,9.8000,1,1
5033,1395,52551291,4.188,-5.375,13.556,26.438,-0.118,0.701,1.825,99970.15,37.63,-97.334,-97.709,-19.6826,1.8700,4.2300,9.4600,0.8125,3.0000,-827.1250,-15.0625,-21.5625,-89.0000,1.8300,4.0300,-0.3300,0.0300,0.1900,9.8000,1,1
5047,1399,52669130,3.062,-5.000,64.629,92.500,-0.165,-1.270,1.748,99993.52,37.63,-97.268,-97.711,-19.3309,-2.8900,-2.2900,9.9500,1.3750,-2.3750,-116.3750,15.3750,9.1875,-88.1875,0.4500,-0.2000,-0.0600,-0.1600,0.1300,9.8000,1,1
5060,1403,52789496,4.000,-5.375,70.410,42.062,-0.182,-1.835,1.153,100000.21,37.63,-97.231,-97.704,-19.4875,0.4800,-1.4000,9.8000,0.4375,-6.3750,1204.3750,16.7500,15.8750,-87.3750,0.8100,-1.9100,-0.1200,0.0200,0.1900,9.8000,1,1
5075,1407,52909645,4.375,-4.938,13.701,353.688,-0.069,-0.741,0.918,99987.24,37.62,-97.214,-97.713,-19.6076,0.3200,-0.1500,9.8500,0.1875,-1.8750,3.0000,-20.6875,-22.3750,-89.3750,-0.1600,0.1200,0.0400,0.0600,0.1200,9.8000,1,1
5089,1411,53029310,2.812,-5.250,17.341,48.000,-0.231,-0.241,-1.803,99981.32,37.64,-97.259,-97.805,-23.6587,7.6600,-2.8000,13.3600,15.8750,56.8750,-1092.6250,-18.3750,-22.7500,-88.5625,2.8000,-1.4600,-1.5600,-0.4200,0.1700,9.7900,1,1
5104,1415,53151297,2.812,-4.938,75.652,95.062,-0.184,-0.454,0.880,99983.84,37.63,-97.243,-97.789,-19.6985,-0.4900,1.0800,9.9300,-1.7500,3.7500,60.0000,17.1875,17.6875,-88.5625,-0.2800,0.9600,0.1200,-0.2000,0.1200,9.8000,1,1
5118,1419,53269492,4.312,-5.312,59.321,22.312,-0.210,0.134,-0.550,99976.88,37.63,-97.269,-97.790,-19.6189,0.4600,-0.2700,9.8600,-0.7500,0.1875,960.4375,14.2500,3.5625,-89.0000,1.8600,0.6000,-0.0400,0.0800,0.1700,9.8000,1,1
5132,1423,53389693,4.438,-4.938,11.969,355.188,-0.125,0.271,0.617,99975.26,37.62,-97.256,-97.793,-19.5519,-0.7800,0.1100,9.8700,0.6875,-1.6250,-13.3750,-19.5625,-20.5000,-88.5625,-1.3100,-0.4900,0.0200,0.0800,0.1200,9.8000,1,1
5147,1427,53509855,2.688,-5.000,36.938,82.438,-0.040,-0.336,1.237,99982.45,37.63,-97.219,-97.779,-17.7236,-0.1900,-0.3700,7.9900,10.1250,7.9375,-838.6250,3.3750,-13.3750,-88.5625,0.1600,-2.2500,2.2000,-0.2200,0.1300,9.8000,1,1
5161,1431,53629704,3.562,-5.375,69.570,65.625,-0.214,-0.957,-0.778,99989.80,37.63,-97.232,-97.796,-19.4151,-2.8700,-0.4800,9.9700,-1.6250,2.8125,798.1250,16.3750,13.6875,-88.5625,-1.4300,0.3400,0.2900,-0.0400,0.2000,9.8000,1,1
5175,1435,53751290,4.375,-5.062,25.144,0.188,-0.027,0.654,0.389,99970.72,37.63,-97.241,-97.799,-19.4311,-1.0600,0.0600,9.7800,-0.1250,0.1875,46.1250,-16.5625,-21.2500,-89.3750,-1.1300,-0.0800,-0.0100,0.0700,0.1400,9.8000,1,1
5189,1439,53869955,3.375,-5.312,23.754,50.500,0.076,0.074,1.191,99977.59,37.63,-97.188,-97.802,-20.0958,6.2000,-0.9500,9.8300,3.7500,16.1250,-1151.4375,-12.8750,-20.5000,-88.5625,7.1200,-1.6200,0.2300,-0.1500,0.1700,9.8000,1,1
5203,1443,53990016,3.000,-5.188,73.058,87.625,-0.126,-1.211,-0.948,99992.81,37.63,-97.182,-97.793,-19.8796,0.3500,4.1300,9.8800,0.6250,-2.5625,126.3125,16.3750,14.3750,-88.1875,1.2100,1.9500,0.0200,-0.1600,0.1600,9.8000,1,1
5218,1447,54110290,4.250,-5.062,39.856,3.188,-0.051,0.006,0.483,99978.40,37.60,-97.198,-97.799,-18.8362,-2.2000,-0.8700,9.3500,0.0625,-0.5000,-3.1875,-2.8750,-16.7500,-90.6875,-0.7500,-0.2900,0.1500,0.0400,0.1400,9.8000,1,1
5232,1451,54230136,4.312,-5.312,14.781,17.562,-0.131,-1.324,0.139,99994.15,37.64,-97.172,-97.788,-19.7315,-0.0400,2.2500,9.8300,1.9375,-2.2500,-661.1875,-16.1875,-21.2500,-90.1875,2.2600,3.4400,-0.0500,0.0200,0.1900,9.8000,1,1
5247,1455,54352291,2.812,-5.062,67.492,92.812,0.008,1.095,-0.741,99965.48,37.64,-97.215,-97.756,-19.1276,-3.3400,-4.5800,9.8900,0.7500,-3.2500,21.7500,16.3750,16.5625,-87.7500,-3.1400,-4.7200,0.0900,-0.2000,0.1400,9.8000,1,1
5261,1459,54470309,4.000,-5.438,69.033,43.688,-0.311,-1.384,-1.038,99994.87,37.63,-97.214,-97.755,-19.5727,0.5600,1.8700,9.6500,-0.8750,-2.6250,1072.1250,17.1875,11.7500,-89.3750,0.9100,0.5500,-0.1800,0.0300,0.2000,9.8000,1,1
