=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.22 14:45:08 =~=~=~=~=~=~=~=~=~=~=~=
imu_seq,baro_seq,timestamp_us,roll_deg,pitch_deg,yaw_deg,heading_deg,altitude_m,raw_altitude_m,climb_rate_mps,pressure_pa,temperature_c,comp_altitude_m,comp_climb_rate_mps,comp_accel_up_mss,accel_x_mss,accel_y_mss,accel_z_mss,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,linacc_x_mss,linacc_y_mss,linacc_z_mss,grav_x_mss,grav_y_mss,grav_z_mss,calib_sys,calib_gyro,calib_accel,calib_mag,imu_valid,baro_valid
[IMU] BNO055 axis_map=0x24 sign_x=0 sign_y=0 sign_z=0
[SETUP] Baro PROM: C1=39189 C2=35799 C3=24633 C4=24872 C5=35093 C6=27857
[SETUP] Airspeed init failed -- check wiring/I2C address
[SETUP] SD card init failed -- check the card is inserted
13247,4401,144184584,4.000,-3.812,-61.826,298.250,-0.430,-0.886,0.889,99991.86,36.35,-95.016,-95.964,-19.4045,0.0500,-0.0100,9.6400,0.0625,0.0000,-0.0625,-30.5625,-17.7500,18.3750,0.0500,0.0500,-0.1400,0.0000,-0.0700,9.8000,3,3,3,3,1,1
13259,4405,144303161,4.000,-3.875,-61.731,298.312,-0.442,-0.427,-0.118,99986.41,36.35,-95.099,-96.003,-19.4238,0.0400,0.0000,9.6600,0.1875,0.0625,0.0625,-32.3750,-17.3750,19.1875,0.0500,0.0600,-0.1400,0.0000,-0.0700,9.8000,3,3,3,3,1,1
13271,4409,144424706,4.000,-3.875,-61.566,298.562,-0.329,0.298,-0.484,99977.82,36.35,-95.165,-96.039,-19.4505,0.1400,0.0000,9.6800,0.1250,-0.1875,-2.8125,-32.3750,-18.8750,18.3750,1.0100,0.2200,-0.1600,0.0000,-0.0700,9.8000,3,3,3,3,1,1
13283,4413,144544995,4.000,-3.688,-56.947,312.000,-0.215,0.179,0.928,99979.22,36.35,-95.193,-96.067,-19.3105,-1.0500,-0.2200,9.6300,-5.8750,-3.1875,-219.1875,-31.2500,-19.5625,18.7500,-1.4100,1.3200,-0.1900,0.0000,-0.1000,9.8000,3,3,3,3,1,1
13295,4417,144665306,4.062,-4.188,-30.902,357.188,-0.485,-1.715,-0.552,100001.68,36.36,-95.239,-96.110,-19.1482,-2.8400,-1.8500,9.7300,3.5625,2.0000,-487.8750,-13.8750,-32.5625,17.5625,-4.0700,-3.6800,0.0700,0.0100,-0.0100,9.8000,3,3,3,3,1,1
13307,4421,144784940,4.188,-4.688,13.375,48.750,-0.134,0.601,1.845,99974.23,36.35,-95.275,-96.126,-19.4756,0.9800,-0.5900,9.6900,8.7500,-11.8125,-459.1250,12.7500,-34.7500,18.7500,1.8100,0.3700,-0.1600,0.0300,0.0800,9.8000,3,3,3,3,1,1
13319,4425,144904391,3.875,-4.688,48.387,64.438,0.055,-0.580,2.257,99988.23,36.35,-95.218,-96.143,-19.4435,0.1300,0.0100,9.6800,0.9375,0.0000,-39.5625,30.5625,-19.5625,18.3750,-0.3600,0.1900,-0.0400,-0.0100,0.0800,9.8000,3,3,3,3,1,1
13330,4428,145015087,4.000,-4.812,60.952,67.812,-0.156,0.319,-1.957,99977.57,36.32,-95.335,-96.186,-19.4295,-0.9100,0.3900,9.7300,1.0625,-2.1875,-28.5625,33.5625,-14.3750,18.0000,-0.4300,0.1800,-0.1100,0.0100,0.1000,9.8000,3,3,3,3,1,1
13340,4431,145115584,4.000,-4.812,66.144,69.375,-0.226,-2.214,0.884,100007.59,36.33,-95.314,-96.198,-19.4395,-0.0600,0.0800,9.6900,0.1875,-0.1250,-9.6250,33.1875,-13.6875,17.5625,0.1100,0.0200,-0.1300,0.0000,0.0900,9.8000,3,3,3,3,1,1
13351,4435,145225592,4.000,-4.812,68.578,69.562,-0.286,0.089,-2.140,99980.29,36.33,-95.416,-96.235,-19.4613,0.5700,-0.0800,9.6700,1.3125,-2.1250,7.3125,33.1875,-13.6875,18.7500,-0.1300,-0.0800,-0.1200,0.0000,0.1000,9.8000,3,3,3,3,1,1
13363,4439,145345870,4.000,-4.812,68.563,67.312,-0.080,0.274,1.066,99978.11,36.33,-95.406,-96.250,-19.4080,0.2400,-0.0200,9.6400,0.3750,-1.6875,40.9375,32.7500,-14.0625,18.3750,-0.1800,0.1100,-0.1000,0.0000,0.0900,9.8000,3,3,3,3,1,1
13375,4443,145465802,3.938,-4.688,64.878,60.125,-0.183,-0.624,0.298,99988.75,36.35,-95.422,-96.276,-19.7210,0.8200,-0.0900,9.9100,-0.3750,-0.1250,94.7500,32.3750,-16.5625,18.7500,0.8500,0.0000,-0.2200,-0.0100,0.0800,9.8000,3,3,3,3,1,1
13387,4447,145586260,4.312,-4.188,50.510,32.875,-0.168,0.449,-1.379,99976.02,36.35,-95.490,-96.316,-19.9441,-3.2000,-0.9500,10.5000,0.3125,-3.0000,318.0000,28.3750,-22.8750,18.0000,-2.0300,-1.9700,-0.2600,0.0500,-0.0100,9.8000,3,3,3,3,1,1
13399,4451,145706014,4.438,-3.875,20.217,353.125,-0.037,-0.208,1.494,99983.82,36.36,-95.461,-96.321,-19.0963,0.7900,0.9700,9.2100,-1.0625,-4.6875,360.5000,13.5625,-34.0625,18.3750,-0.1700,1.5200,0.1900,0.0700,-0.0700,9.8000,3,3,3,3,1,1
13411,4455,145825918,4.000,-3.812,-19.281,314.188,0.015,0.520,0.080,99975.19,36.34,-95.486,-96.349,-19.7030,-2.2300,1.8800,9.9600,15.1250,11.1875,181.1875,-19.0625,-31.0625,18.0000,-0.3000,0.1300,-0.0700,0.0000,-0.0700,9.8000,3,3,3,3,1,1
13421,4458,145926446,4.062,-3.938,-42.116,301.625,-0.065,0.209,-0.639,99978.87,36.35,-95.508,-96.368,-19.4321,0.7800,-0.3000,9.6400,0.1250,-0.7500,90.3125,-29.0625,-22.5625,18.7500,-0.5100,-0.6200,-0.1400,0.0100,-0.0500,9.8000,3,3,3,3,1,1
13430,4461,146026565,4.000,-3.938,-54.517,295.500,-0.333,-1.296,-0.627,99996.70,36.33,-95.561,-96.390,-19.3854,-0.0100,0.0800,9.6200,-0.2500,1.1875,53.5000,-32.0625,-17.7500,19.5625,-0.0600,0.2500,-0.1500,0.0000,-0.0500,9.8000,3,3,3,3,1,1
13441,4465,146136557,4.000,-3.938,-63.615,290.375,-0.264,-0.202,-0.574,99983.74,36.33,-95.609,-96.412,-19.3132,-0.6400,-0.4800,9.6300,0.1250,-0.1875,37.1250,-33.5625,-14.7500,17.5625,-0.1700,0.0300,-0.1000,0.0000,-0.0600,9.8000,3,3,3,3,1,1
13453,4469,146255396,3.938,-3.938,-69.324,287.250,-0.145,-0.149,0.759,99983.11,36.34,-95.619,-96.428,-19.5844,0.8300,0.3900,9.7400,0.1250,-0.9375,42.1875,-34.2500,-14.0625,18.7500,0.4700,0.3400,-0.2100,-0.0100,-0.0600,9.8000,3,3,3,3,1,1
13465,4473,146376712,3.938,-3.938,-73.116,284.688,-0.403,0.035,-3.314,99980.93,36.34,-95.723,-96.464,-19.4571,0.0900,0.2900,9.6700,-0.1250,-0.3125,12.8125,-34.6875,-10.2500,19.5625,0.1100,0.3900,-0.1500,-0.0100,-0.0600,9.8000,3,3,3,3,1,1
13477,4477,146497009,3.938,-3.938,-75.044,283.812,-0.504,-1.108,0.522,99994.48,36.36,-95.754,-96.482,-19.4780,0.2500,0.5800,9.6600,-0.2500,0.7500,12.0000,-34.6875,-9.8750,19.5625,0.0000,0.4600,-0.1400,-0.0100,-0.0500,9.8000,3,3,3,3,1,1
13489,4481,146616814,3.938,-4.000,-75.832,283.875,-0.540,-1.985,1.640,100004.88,36.36,-95.771,-96.498,-19.4324,0.0200,0.0100,9.6700,0.0625,0.3125,0.0625,-33.8750,-8.8750,18.7500,0.0600,0.0500,-0.1500,-0.0100,-0.0500,9.8000,3,3,3,3,1,1
13501,4485,146736938,3.938,-4.000,-75.724,285.562,-0.478,-0.442,-0.713,99986.59,36.34,-95.855,-96.528,-19.5318,0.8900,0.4300,9.6800,-0.3125,1.0625,-49.0625,-34.6875,-9.2500,18.7500,0.2200,0.5700,-0.0500,-0.0100,-0.0500,9.8000,3,3,3,3,1,1
13513,4489,146857123,4.000,-4.125,-59.768,324.812,-0.463,-0.931,0.469,99992.39,36.34,-95.879,-96.552,-19.8622,2.4400,-0.4300,9.9600,5.6875,-7.1875,-495.1875,-33.1875,-13.2500,18.0000,0.0000,-1.2500,-0.0700,0.0000,-0.0200,9.8000,3,3,3,3,1,1
13525,4493,146977456,4.312,-4.438,-20.168,10.125,-0.127,-0.534,2.994,99987.67,36.35,-95.824,-96.532,-19.3171,-2.2000,0.2300,9.7200,1.2500,-4.1250,-321.9375,-6.0625,-36.6875,18.3750,0.2700,0.4100,-0.3900,0.0500,0.0300,9.8000,3,3,3,3,1,1
13537,4497,147107189,3.875,-4.500,17.878,42.312,0.089,0.183,0.882,99979.18,36.32,-95.800,-96.541,-19.6126,1.9200,1.8800,9.5800,-4.6250,12.3750,-205.6250,13.8750,-34.0625,18.0000,1.5800,1.7100,-0.0800,-0.0200,0.0500,9.8000,3,3,3,3,1,1
13549,4501,147227568,3.875,-4.562,39.713,50.562,0.015,-0.034,-1.193,99981.75,36.33,-95.809,-96.559,-19.4846,0.8700,-0.5700,9.7000,0.5000,-0.5000,-33.4375,26.1875,-24.7500,18.3750,0.6800,-0.2800,-0.1900,-0.0200,0.0500,9.8000,3,3,3,3,1,1
13561,4505,147347890,3.812,-4.562,48.566,52.375,-0.194,-0.963,-0.512,99992.77,36.34,-95.828,-96.571,-19.4439,0.0500,0.0800,9.6800,-0.4375,0.3125,0.0000,28.3750,-23.2500,18.0000,-0.2700,-0.1900,-0.2300,-0.0300,0.0500,9.8000,3,3,3,3,1,1
13573,4509,147467298,4.000,-4.625,50.720,50.250,-0.101,0.410,0.169,99976.49,36.34,-95.861,-96.586,-19.5471,0.9300,0.0100,9.7200,0.6875,-4.0625,44.8125,28.0000,-23.2500,18.0000,0.1800,-0.0700,-0.1600,0.0000,0.0600,9.8000,3,3,3,3,1,1
13585,4513,147587806,4.062,-4.625,48.831,47.375,-0.160,-0.954,0.771,99992.66,36.34,-95.840,-96.590,-19.4700,0.3800,0.1200,9.6800,-0.8125,2.0625,12.0000,26.8750,-24.3750,19.1875,0.4000,0.1200,-0.1100,0.0100,0.0600,9.8000,3,3,3,3,1,1
13597,4517,147707183,4.000,-4.625,47.718,47.250,0.085,0.295,0.722,99977.86,36.34,-95.827,-96.598,-19.4461,0.1100,0.0800,9.6800,-0.0625,0.0000,0.0000,26.5000,-25.1875,18.7500,0.1000,0.0000,-0.1100,0.0100,0.0600,9.8000,3,3,3,3,1,1
13609,4521,147827939,4.062,-4.625,47.370,47.188,-0.099,-0.147,-1.217,99983.09,36.34,-95.852,-96.612,-19.4462,0.1200,0.0800,9.6800,0.0000,0.0625,0.0000,26.1875,-25.1875,18.0000,0.0900,0.0300,-0.1300,0.0100,0.0600,9.8000,3,3,3,3,1,1
13621,4525,147948634,4.062,-4.625,47.201,47.125,-0.203,-1.162,-0.748,99995.12,36.35,-95.859,-96.623,-19.4529,0.0800,0.0800,9.6900,0.0000,0.0000,0.0000,26.8750,-24.7500,18.3750,0.0900,0.0100,-0.1100,0.0100,0.0600,9.8000,3,3,3,3,1,1
13631,4528,148048634,4.125,-4.625,47.113,47.062,-0.058,1.494,-1.587,99963.64,36.32,-95.937,-96.645,-19.4240,0.0900,0.0900,9.6600,0.0000,0.0625,0.1250,26.8750,-24.7500,18.7500,0.0800,0.0000,-0.1100,0.0200,0.0600,9.8000,3,3,3,3,1,1
13643,4532,148168193,4.125,-4.625,47.048,47.000,-0.102,0.112,0.831,99980.02,36.34,-95.911,-96.649,-19.4478,0.1300,0.1000,9.6800,0.0625,0.0625,-0.0625,26.5000,-24.7500,18.0000,0.0800,0.0100,-0.1200,0.0200,0.0700,9.8000,3,3,3,3,1,1
13655,4536,148288583,4.125,-4.625,46.978,46.938,-0.100,-1.099,0.585,99994.38,36.33,-95.880,-96.651,-19.4158,0.1300,0.0700,9.6500,0.0000,0.1250,-0.0625,27.2500,-24.7500,18.7500,0.1000,0.0000,-0.1400,0.0200,0.0700,9.8000,3,3,3,3,1,1
13667,4540,148407186,4.125,-4.625,46.908,46.875,-0.142,-1.293,0.166,99996.67,36.34,-95.891,-96.661,-19.4364,0.1300,0.0800,9.6700,0.0000,-0.1250,-0.0625,25.7500,-24.0625,18.3750,0.0700,0.0000,-0.1400,0.0300,0.0700,9.8000,3,3,3,3,1,1
13679,4544,148528694,4.188,-4.625,46.852,46.812,0.309,1.340,2.351,99965.47,36.33,-95.860,-96.663,-19.4631,0.1000,0.0800,9.7000,0.0000,0.0000,0.0000,25.3750,-24.3750,18.0000,0.0700,0.0000,-0.1500,0.0300,0.0700,9.8000,3,3,3,3,1,1
13691,4548,148649008,4.188,-4.625,46.824,46.812,0.581,0.632,3.368,99973.86,36.34,-95.728,-96.644,-19.4166,0.1300,0.0900,9.6500,0.0000,-0.0625,0.0625,26.5000,-24.0625,18.3750,0.0600,0.0300,-0.1300,0.0300,0.0700,9.8000,3,3,3,3,1,1
13703,4552,148768820,4.188,-4.625,46.816,46.812,0.460,-0.046,-0.554,99981.90,36.34,-95.691,-96.644,-19.4439,0.0900,0.1000,9.6800,0.0625,-0.1875,0.0000,26.1875,-25.1875,18.0000,0.0800,0.0300,-0.1200,0.0300,0.0700,9.8000,3,3,3,3,1,1
13715,4556,148888940,4.188,-4.625,46.813,46.812,0.370,1.048,-2.169,99968.94,36.33,-95.726,-96.658,-19.4044,0.1200,0.0700,9.6400,0.0625,0.1250,0.0000,26.1875,-24.7500,17.5625,0.1000,0.0000,-0.1000,0.0300,0.0700,9.8000,3,3,3,3,1,1
13724,4559,148978941,4.188,-4.625,46.813,46.812,0.077,-0.557,-0.934,99987.95,36.34,-95.740,-96.668,-19.4532,0.1000,0.0800,9.6900,-0.0625,-0.0625,0.1250,26.5000,-25.1875,19.1875,0.0500,0.0300,-0.1200,0.0300,0.0700,9.8000,3,3,3,3,1,1
13736,4563,149108702,4.188,-4.625,46.813,46.812,0.144,1.118,-0.797,99968.09,36.32,-95.791,-96.684,-19.4441,0.1100,0.0800,9.6800,0.0000,0.0000,-0.0625,26.5000,-24.7500,19.1875,0.0700,0.0100,-0.1000,0.0300,0.0700,9.8000,3,3,3,3,1,1
13748,4567,149229588,4.188,-4.625,46.813,46.812,0.210,0.883,0.220,99970.88,36.34,-95.772,-96.688,-19.4258,0.1300,0.0800,9.6600,0.1250,0.1250,-0.0625,25.7500,-24.3750,18.3750,0.0800,0.0100,-0.1400,0.0300,0.0700,9.8000,3,3,3,3,1,1
13760,4571,149349752,4.188,-4.625,46.813,46.812,-0.046,-0.417,-1.621,99986.30,36.34,-95.804,-96.701,-19.4318,0.0900,0.0700,9.6700,0.0000,0.1250,-0.0625,26.8750,-24.3750,18.7500,0.0700,0.0000,-0.1200,0.0300,0.0700,9.8000,3,3,3,3,1,1
13772,4575,149469285,4.188,-4.625,46.813,46.812,0.039,-0.159,0.395,99983.23,36.33,-95.808,-96.708,-19.4441,0.1200,0.0700,9.6800,0.0000,0.0625,0.0000,27.2500,-25.8750,18.7500,0.0600,0.0100,-0.1300,0.0300,0.0700,9.8000,3,3,3,3,1,1
1
