=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.22 14:34:16 =~=~=~=~=~=~=~=~=~=~=~=
imu_seq,baro_seq,timestamp_us,roll_deg,pitch_deg,yaw_deg,heading_deg,altitude_m,raw_altitude_m,climb_rate_mps,pressure_pa,temperature_c,comp_altitude_m,comp_climb_rate_mps,comp_accel_up_mss,accel_x_mss,accel_y_mss,accel_z_mss,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,linacc_x_mss,linacc_y_mss,linacc_z_mss,grav_x_mss,grav_y_mss,grav_z_mss,imu_valid,baro_valid
4057,1345,51547684,2.562,-4.500,143.762,141.062,0.225,-0.772,-0.310,99988.31,36.24,-96.546,-97.647,-19.5857,-0.1000,0.3800,9.8100,0.3125,0.1250,37.1250,0.8750,43.6875,-89.0000,0.1400,0.3800,0.0100,-0.2500,0.0400,9.8000,1,1
4069,1349,51667134,2.625,-4.688,138.718,134.688,0.180,0.786,-2.190,99969.84,36.22,-96.624,-97.663,-19.5131,-0.2700,0.2500,9.7600,0.3125,-0.1250,53.5625,3.0625,42.1875,-89.3750,-0.6000,1.2300,-0.1100,-0.2300,0.0800,9.8000,1,1
4080,1353,51787821,2.750,-4.875,131.889,124.875,0.072,-0.815,0.742,99988.82,36.23,-96.605,-97.660,-19.7585,0.7100,-0.4400,9.9600,-0.5625,-0.2500,96.5000,7.5000,38.5625,-89.0000,0.2600,0.0300,-0.1900,-0.2100,0.1100,9.8000,1,1
4092,1357,51908536,2.875,-5.062,122.929,116.375,0.115,-0.614,0.704,99986.44,36.23,-96.610,-97.660,-19.6854,-0.2100,0.3700,9.9300,-0.5625,0.3125,83.8750,10.5000,35.1875,-89.7500,0.3300,0.0500,0.0100,-0.1900,0.1400,9.8000,1,1
4104,1361,52027940,3.062,-5.250,113.164,105.562,0.040,-0.711,-0.412,99987.59,36.23,-96.638,-97.668,-19.5664,-0.2200,0.4700,9.8100,-0.3750,0.7500,89.1250,14.1875,28.1875,-90.1875,0.2800,0.5500,0.0700,-0.1700,0.1700,9.8000,1,1
4116,1365,52148448,3.250,-5.438,102.907,94.812,0.003,0.323,-1.280,99975.33,36.22,-96.706,-97.683,-19.5623,0.9800,-1.0200,9.7800,-0.1250,-0.1250,84.2500,15.2500,22.5625,-88.5625,0.4700,-0.2600,0.0400,-0.1300,0.2000,9.8000,1,1
4126,1368,52248466,3.438,-5.500,93.737,85.688,0.035,0.200,0.405,99976.79,36.23,-96.712,-97.684,-19.5260,0.1000,0.3700,9.7500,-0.2500,-0.0625,62.8125,17.8750,17.3750,-89.3750,0.1500,-0.5600,0.0800,-0.0900,0.2200,9.8000,1,1
4137,1372,52358774,3.562,-5.562,86.634,82.438,-0.197,-1.319,-0.596,99994.80,36.23,-96.738,-97.691,-19.6206,0.1300,0.2700,9.8500,0.3125,-1.2500,10.5000,16.3750,12.5625,-90.1875,0.1400,0.2000,-0.0100,-0.0700,0.2200,9.8000,1,1
4149,1376,52478566,5.000,-5.375,82.467,79.375,-0.217,-1.215,0.105,99993.55,36.24,-96.778,-97.717,-20.0559,-0.6100,0.3600,10.3600,0.3125,-47.7500,31.5000,16.3750,10.6875,-90.5625,-0.3800,0.3900,0.2100,0.1700,0.1900,9.8000,1,1
4161,1380,52598702,9.000,-5.375,77.607,73.750,-0.021,0.726,0.598,99970.55,36.23,-96.819,-97.704,-19.2140,1.2400,0.3700,9.3900,3.8125,-7.1250,44.5000,16.7500,7.6875,-93.0625,0.3600,0.3700,-0.3700,0.8500,0.1900,9.7600,1,1
4173,1384,52717146,6.312,-5.312,72.407,69.000,0.263,0.796,2.787,99969.73,36.23,-96.762,-97.679,-19.6018,0.3300,0.2400,9.8400,0.7500,25.3750,32.6875,15.6875,4.3750,-93.0625,-0.0600,0.0500,0.0500,0.4000,0.1900,9.7900,1,1
4184,1388,52839211,4.125,-5.625,67.618,63.062,0.370,-0.257,2.198,99982.20,36.25,-96.677,-97.657,-19.7296,-1.0900,0.3400,10.0800,-0.3125,1.9375,76.3125,8.5625,2.8750,-88.8750,0.3400,0.4400,0.1400,0.0300,0.2400,9.8000,1,1
4196,1392,52959499,4.000,-5.438,58.522,50.312,0.166,0.161,-1.890,99977.25,36.23,-96.721,-97.665,-19.7128,0.6600,0.8900,9.8500,-0.5625,-0.6250,140.2500,5.1875,-1.1875,-90.5625,0.0100,-0.6400,-0.0600,0.0000,0.2000,9.8000,1,1
4208,1396,53079338,4.312,-5.375,46.150,37.250,0.042,-0.168,-0.610,99981.15,36.23,-96.738,-97.665,-19.3462,-1.3700,-0.2900,9.7600,1.3750,-0.6875,108.5625,-1.0625,-9.0000,-89.2500,-3.0700,0.0000,0.3700,0.0500,0.1900,9.8000,1,1
4220,1400,53199469,4.562,-5.188,33.634,25.875,-0.096,0.762,-2.056,99970.12,36.23,-96.819,-97.680,-19.7891,1.6400,-0.0500,9.9100,4.1250,-9.3750,36.5000,-7.3750,-13.7500,-88.8750,0.7300,0.1200,0.0000,0.0900,0.1700,9.8000,1,1
4232,1404,53319173,4.688,-5.125,25.251,19.375,-0.189,-0.937,0.172,99990.26,36.22,-96.811,-97.671,-19.4381,-1.0500,-0.2800,9.8200,-0.2500,0.5625,51.4375,-10.0000,-15.5625,-88.0625,-0.1000,0.2100,0.0300,0.1100,0.1500,9.8000,1,1
4244,1408,53439564,4.688,-5.000,18.382,13.875,-0.208,-0.502,-0.400,99985.10,36.22,-96.853,-97.685,-19.6196,0.0300,0.6200,9.8300,0.2500,-0.8750,43.0625,-15.1875,-17.5000,-89.2500,0.1100,0.4800,0.0400,0.1200,0.1300,9.8000,1,1
4256,1412,53559867,4.938,-5.062,13.821,11.438,-0.269,-0.309,-0.428,99982.82,36.24,-96.905,-97.697,-19.7220,1.0700,0.6500,9.8400,0.0000,-0.9375,16.0625,-17.0625,-19.0000,-88.0625,0.2600,0.3000,0.0400,0.1600,0.1400,9.8000,1,1
4268,1416,53679306,4.750,-5.062,11.500,10.500,-0.095,-0.138,2.145,99980.80,36.24,-96.888,-97.695,-19.5942,-0.0400,0.2800,9.8400,0.1250,-0.3125,0.0000,-18.8750,-17.0625,-88.5000,-0.1700,0.1400,0.0300,0.1300,0.1300,9.8000,1,1
4277,1419,53778807,4.625,-5.062,10.930,10.625,-0.005,0.329,-0.214,99975.26,36.20,-96.887,-97.694,-19.5786,-0.0900,0.2500,9.8300,-0.3125,0.6875,-1.7500,-18.5000,-18.2500,-88.8750,-0.1800,0.1200,0.0000,0.1100,0.1400,9.8000,1,1
4289,1423,53899803,4.562,-5.125,10.756,10.688,-0.268,-0.824,-1.887,99988.92,36.21,-96.928,-97.702,-19.5536,-0.0400,0.2600,9.8000,-0.3125,0.4375,-0.2500,-18.5000,-19.0000,-88.5000,-0.1200,0.1500,0.0000,0.1000,0.1500,9.8000,1,1
