=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.22 13:29:25 =~=~=~=~=~=~=~=~=~=~=~=
imu_seq,baro_seq,timestamp_us,roll_deg,pitch_deg,yaw_deg,heading_deg,altitude_m,raw_altitude_m,climb_rate_mps,pressure_pa,temperature_c,comp_altitude_m,comp_climb_rate_mps,comp_accel_up_mss,accel_x_mss,accel_y_mss,accel_z_mss,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,linacc_x_mss,linacc_y_mss,linacc_z_mss,grav_x_mss,grav_y_mss,grav_z_mss,imu_valid,baro_valid
1571,432,23668308,56.375,-44.938,162.926,162.938,0.048,0.594,0.543,100052.30,36.34,-89.382,-91.282,-18.9722,7.5400,4.2400,3.4200,7.1875,-12.8125,-2.0625,31.0000,6.6875,0.7500,0.0300,0.3500,-0.8800,7.7700,3.8900,4.5300,1,1
1586,436,23790291,54.438,-38.812,162.623,162.500,-0.193,-0.198,-1.761,100061.70,36.35,-89.579,-91.407,-19.0476,7.3200,3.4800,5.4000,-25.3125,28.3125,7.4375,32.8750,7.8750,2.5000,-0.2300,-0.0500,0.2600,7.5600,3.5400,5.1300,1,1
1600,440,23908571,53.500,-35.750,162.302,162.000,-0.007,1.278,-0.002,100044.19,36.33,-89.741,-91.505,-18.7044,7.1800,3.0500,5.6200,-4.2500,2.2500,12.0000,32.8750,8.8750,6.1875,-0.3300,-0.3200,0.0600,7.4700,3.3100,5.4200,1,1
1614,444,24028707,53.812,-32.938,161.265,160.500,0.007,-0.047,0.106,100059.91,36.35,-89.835,-91.552,-18.6673,7.6200,2.7800,5.7200,-19.6250,11.2500,14.7500,32.5000,11.1875,5.7500,-0.0200,-0.1600,0.1200,7.4800,3.0100,5.5700,1,1
1627,447,24128876,54.062,-30.562,160.511,160.125,-0.203,-0.824,0.661,100069.12,36.35,-89.973,-91.590,-18.2120,7.4200,2.5200,5.6900,-5.3750,-0.0625,9.1250,33.5625,12.2500,9.5000,-0.0500,-0.1300,-0.0300,7.5200,2.7700,5.6400,1,1
1641,451,24240291,54.250,-28.625,159.758,159.125,0.039,0.325,1.635,100055.49,36.33,-90.057,-91.584,-17.9622,7.3800,1.9500,6.3000,1.3125,6.5625,9.5625,32.0625,11.1875,9.5000,-0.1500,-0.6300,0.6000,7.5400,2.5900,5.7000,1,1
1655,455,24358778,54.000,-27.750,158.567,157.688,0.335,1.630,1.415,100040.02,36.36,-90.116,-91.556,-18.0170,7.7500,2.0900,5.9700,0.9375,13.7500,5.7500,31.7500,11.5625,10.2500,0.0100,-0.2800,0.0800,7.5100,2.5100,5.7700,1,1
1670,459,24480291,53.062,-27.500,157.687,157.375,0.407,0.925,0.716,100048.38,36.34,-90.135,-91.517,-17.9791,7.2800,2.4100,5.8200,5.4375,0.3125,-0.3125,30.5625,12.6875,10.2500,-0.1200,-0.1200,-0.0700,7.4100,2.5300,5.8900,1,1
1686,463,24598951,52.750,-28.375,157.312,157.125,0.116,-0.965,-0.181,100070.80,36.35,-90.195,-91.497,-18.1996,7.3000,2.4600,6.0100,-5.0625,2.7500,2.4375,32.0625,12.2500,10.6875,-0.0200,-0.2600,0.3000,7.3700,2.6300,5.8900,1,1
1700,467,24718782,52.375,-29.125,157.346,157.625,-0.028,-0.355,-1.854,100063.56,36.36,-90.307,-91.501,-18.1441,7.1200,2.8100,5.4900,2.8750,3.8125,-7.6875,32.0625,12.2500,11.0625,-0.2000,0.0800,-0.4000,7.3200,2.7400,5.9100,1,1
1711,470,24819137,51.125,-27.875,157.581,157.812,0.047,-0.069,0.147,100060.17,36.35,-90.351,-91.495,-18.2255,7.0200,2.4900,6.1700,-10.7500,4.3750,-2.3750,32.0625,11.5625,11.8750,-0.1900,-0.1200,-0.0400,7.1800,2.6700,6.1100,1,1
1725,474,24935297,50.812,-26.688,158.167,158.562,-0.104,0.626,-1.961,100051.93,36.35,-90.461,-91.507,-18.3037,7.0500,2.5700,6.2900,-3.6250,-0.3750,0.2500,32.8750,13.3750,14.0000,-0.0900,0.0100,0.1000,7.1500,2.5600,6.1900,1,1
1740,478,25059232,51.000,-26.938,158.600,158.812,-0.214,-1.327,-0.050,100075.09,36.35,-90.490,-91.505,-18.2754,7.1100,2.7400,5.9700,0.1875,0.6250,-1.6250,33.5625,13.3750,12.7500,0.0900,0.1500,-0.2400,7.1700,2.5800,6.1600,1,1
1753,481,25159022,50.750,-27.000,158.851,159.000,-0.210,0.857,-2.327,100049.18,36.35,-90.611,-91.528,-18.2848,7.1500,2.5500,6.1600,2.0000,1.5625,-1.5000,32.5000,14.1875,14.3750,0.0100,-0.0500,-0.0300,7.1400,2.6000,6.1900,1,1
1767,485,25269033,50.750,-27.625,159.133,159.312,-0.034,0.818,1.497,100049.65,36.37,-90.631,-91.533,-18.3785,7.1300,2.7400,6.0400,1.5625,-3.2500,-1.7500,33.5625,14.5000,14.3750,-0.0100,0.0700,-0.1100,7.1400,2.6700,6.1500,1,1
1781,488,25370291,50.562,-27.500,159.456,159.688,0.088,0.906,1.239,100048.61,36.34,-90.644,-91.538,-18.4122,7.0200,2.7800,6.1400,-5.5000,8.5000,-2.3125,33.2500,13.3750,13.1875,-0.1000,0.1100,-0.0400,7.1200,2.6600,6.1800,1,1
1798,492,25491294,49.875,-26.938,159.852,160.000,0.378,1.501,2.357,100041.55,36.34,-90.622,-91.541,-18.4158,6.9900,2.5900,6.4000,0.8125,1.9375,0.3125,34.2500,13.7500,13.5625,-0.0500,-0.0300,0.1100,7.0400,2.6300,6.2900,1,1
1813,496,25609205,49.875,-27.500,159.964,160.000,0.410,1.153,0.794,100045.68,36.35,-90.604,-91.542,-18.3839,7.0000,2.7900,6.0400,2.1250,2.3125,0.0000,35.0625,13.7500,14.3750,-0.0400,0.0900,-0.2200,7.0300,2.7000,6.2700,1,1
1828,500,25729704,49.000,-27.062,159.967,160.062,0.295,0.594,-1.547,100052.30,36.36,-90.616,-91.553,-18.4732,6.6700,2.8600,6.3500,-5.0000,12.9375,-1.3750,33.8750,13.3750,15.5625,-0.2800,0.0800,-0.0400,6.9200,2.6800,6.4000,1,1
1842,503,25829946,48.625,-26.500,90.649,70.125,0.353,-0.199,1.616,100061.72,36.33,-90.578,-91.558,-18.3871,6.8100,2.6500,6.3600,-0.0625,-2.3750,-0.1875,35.3750,14.1875,16.3750,-0.1500,0.0400,-0.1500,6.8900,2.6400,6.4500,1,1
1858,507,25950023,48.688,-26.312,74.004,70.312,0.064,0.048,-2.929,100058.78,36.34,-90.671,-91.585,-18.4657,6.8300,2.6600,6.4900,-2.7500,-2.7500,0.0000,34.2500,14.8750,15.1875,0.0100,0.0400,0.0200,6.9000,2.6100,6.4500,1,1
1872,510,26050097,48.500,-26.062,71.189,70.438,0.182,0.760,0.043,100050.34,36.34,-90.688,-91.591,-18.3939,6.8400,2.6700,6.3600,-5.5000,7.8125,-1.5625,35.7500,14.5000,16.7500,-0.0400,0.0500,-0.0600,6.8700,2.6000,6.4800,1,1
