=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.22 13:29:25 =~=~=~=~=~=~=~=~=~=~=~=
imu_seq,baro_seq,timestamp_us,roll_deg,pitch_deg,yaw_deg,heading_deg,altitude_m,raw_altitude_m,climb_rate_mps,pressure_pa,temperature_c,comp_altitude_m,comp_climb_rate_mps,comp_accel_up_mss,accel_x_mss,accel_y_mss,accel_z_mss,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_ut,mag_y_ut,mag_z_ut,linacc_x_mss,linacc_y_mss,linacc_z_mss,grav_x_mss,grav_y_mss,grav_z_mss,imu_valid,baro_valid
1887,514,26159943,47.875,-25.500,70.633,70.500,0.115,-0.459,0.207,100064.80,36.35,-90.691,-91.600,-18.4203,6.6400,2.6100,6.6200,0.4375,3.2500,-0.3750,36.8750,16.0000,15.5625,-0.1500,0.0400,-0.0400,6.7900,2.5600,6.5800,1,1
1900,517,26259946,47.938,-25.688,70.546,70.562,0.144,0.343,0.121,100055.29,36.35,-90.726,-91.609,-18.4242,6.7900,2.6700,6.4400,-2.8750,1.8750,-1.2500,35.7500,15.1875,16.0000,-0.1300,0.0400,-0.0400,6.8000,2.5700,6.5700,1,1
1914,521,26369394,47.812,-25.625,70.597,70.562,0.120,-0.079,-0.226,100060.29,36.37,-90.737,-91.619,-18.3959,6.7900,2.5700,6.5000,0.3750,2.0000,-0.3750,36.1875,15.1875,17.6875,0.0000,0.0000,-0.0800,6.7900,2.5700,6.5800,1,1
1932,525,26493296,47.375,-25.562,70.662,70.750,0.163,0.723,-0.455,100050.77,36.36,-90.785,-91.634,-18.4552,6.5800,2.6500,6.6300,-3.3125,1.2500,-2.3750,37.6875,15.5625,18.0625,-0.1500,0.0600,0.0000,6.7300,2.5900,6.6300,1,1
1946,529,26610132,46.688,-25.125,70.740,70.750,0.074,0.414,-0.897,100054.44,36.36,-90.811,-91.649,-18.5635,6.7200,2.5600,6.7900,-2.6250,12.0000,-0.6250,36.5625,15.5625,17.6875,0.0700,0.0000,0.0200,6.6400,2.5600,6.7400,1,1
1958,532,26710128,45.688,-25.250,70.702,70.562,0.067,-1.079,1.691,100072.16,36.35,-90.787,-91.664,-18.6029,6.5100,2.7500,6.7100,11.0000,9.8750,-0.1875,36.8750,15.1875,18.5000,0.0600,0.0800,-0.1900,6.5100,2.6300,6.8400,1,1
1971,536,26820156,44.938,-25.375,70.500,70.500,-0.011,-1.095,-1.012,100072.34,36.37,-90.812,-91.689,-18.7491,6.2200,2.7100,7.1100,-4.7500,-2.1250,0.1250,36.8750,14.5000,19.6875,-0.0900,0.0100,0.2200,6.4300,2.6600,6.9000,1,1
1987,540,26950487,46.562,-27.938,70.773,71.188,-0.248,0.194,-3.174,100057.05,36.35,-90.963,-91.768,-18.7835,6.7600,2.9300,6.4700,14.0000,-16.3125,-9.6250,36.1875,14.5000,18.0625,0.0000,0.0100,-0.1400,6.6300,2.9000,6.6000,1,1
2001,543,27050666,47.188,-30.625,71.263,71.438,-0.105,1.067,-0.118,100046.70,36.35,-91.002,-91.815,-18.6898,6.4500,3.2900,6.0200,18.1250,-4.0625,-5.0625,36.1875,13.0625,16.0000,-0.0400,0.1400,-0.5900,6.7100,3.1700,6.4000,1,1
2014,547,27160306,44.688,-30.312,71.036,70.562,0.022,0.608,0.986,100052.14,36.36,-91.005,-91.869,-18.7795,6.1500,3.4900,6.1100,8.6250,51.8125,2.9375,35.0625,11.1875,16.0000,-0.2400,0.1300,-0.5500,6.3400,3.2700,6.7200,1,1
2028,551,27280404,38.938,-28.250,69.382,68.000,-0.056,-1.545,1.398,100077.68,36.36,-90.978,-91.958,-19.2381,5.8900,3.5100,6.8600,22.4375,47.8750,1.6250,34.6875,11.5625,19.6875,0.2700,0.2400,-0.4700,5.5600,3.2900,7.3700,1,1
2043,555,27400677,27.625,-23.688,66.267,63.938,0.006,0.289,-1.512,100055.92,36.36,-91.072,-92.058,-20.1558,3.3000,3.2700,9.4100,-15.5000,25.7500,0.5000,32.0625,7.8750,30.3750,-0.3600,-0.0300,0.9400,3.9300,2.9900,8.4600,1,1
2057,559,27520544,26.438,-23.125,63.962,62.312,-0.083,-0.466,-0.762,100064.88,36.37,-91.122,-92.154,-19.6061,4.4000,3.0200,8.3000,-11.7500,27.3125,21.8125,31.0000,6.6875,34.8750,0.9100,0.1100,-0.1400,3.7200,2.9000,8.5900,1,1
2072,563,27642291,26.438,-21.875,62.417,62.438,0.147,1.023,1.175,100047.22,36.36,-91.170,-92.292,-19.5189,3.6700,2.6600,8.7200,-6.0000,-15.5625,-13.5625,28.0000,7.0625,38.6875,-0.0600,-0.0800,0.0800,3.7400,2.7400,8.6300,1,1
2084,566,27742291,24.000,-20.500,62.094,61.250,0.168,1.576,0.055,100040.66,36.37,-91.214,-92.439,-20.2192,3.7100,3.0100,9.3100,-12.9375,43.8750,19.1250,26.1875,7.8750,39.0625,0.3500,0.4300,0.4700,3.3500,2.5700,8.8400,1,1
2098,570,27851040,19.562,-16.938,59.467,57.312,0.059,0.090,-0.041,100058.28,36.38,-91.270,-92.497,-17.5145,3.3500,2.9500,6.4200,-24.8125,26.9375,29.0625,19.3750,1.0000,34.7500,0.6200,0.4500,-3.0500,2.6300,2.0700,9.2100,1,1
2112,574,27970845,14.688,-9.062,56.250,54.812,0.033,-0.771,0.513,100068.50,36.37,-91.302,-92.549,-19.7433,2.6700,1.1900,9.6500,-38.2500,8.1250,0.3125,13.0625,-1.8750,38.8750,1.0300,0.5800,0.0500,1.8200,0.7400,9.6000,1,1
2127,578,28091474,14.062,-4.438,55.369,55.312,0.245,1.556,-0.379,100040.90,36.37,-91.399,-92.708,-19.5006,1.2300,0.1000,9.9000,-42.0625,25.1250,4.1875,9.0000,2.5000,49.5625,-0.0900,0.0500,0.4000,1.6900,-0.0400,9.6500,1,1
2140,581,28191635,13.750,-0.875,55.432,55.688,0.392,0.686,2.967,100051.21,36.36,-91.374,-92.806,-20.0304,0.8900,-1.9100,10.9800,-22.5000,-24.4375,-5.6875,4.5625,8.8750,50.8750,-0.3800,-0.9500,1.1700,1.6600,-0.5700,9.6400,1,1
2155,585,28311640,15.062,0.875,55.226,54.875,0.113,-0.559,-1.351,100065.98,36.37,-91.458,-92.842,-18.4843,2.1100,-0.2200,9.0800,-31.4375,1.8750,10.5625,4.5625,10.3750,48.7500,0.6000,0.8300,-0.5500,1.8800,-0.8600,9.5800,1,1
2169,589,28431316,13.438,4.375,54.782,54.312,0.001,0.581,-1.518,100052.46,36.36,-91.593,-92.952,-17.6994,3.3700,-1.2400,8.7000,9.5625,-29.3750,11.8750,-0.0625,11.5625,38.5000,1.3600,0.3600,-1.2400,1.6100,-1.4300,9.5600,1,1
2184,593,28551461,6.875,3.750,53.989,53.312,-0.186,0.189,-1.896,100057.11,36.39,-91.721,-92.965,-19.7297,0.8000,-1.5000,10.2500,22.1875,99.7500,24.3125,-2.3750,13.0000,36.0625,-4.0700,-1.6600,3.3300,0.4900,-1.3600,9.6900,1,1
2197,596,28651669,5.250,2.188,52.837,52.125,-0.061,0.192,0.688,100057.07,36.38,-91.773,-93.081,-19.2786,0.7700,-0.7800,9.6200,28.1250,16.8125,0.6875,-3.1875,17.6875,40.0625,-0.4900,-0.1500,-0.9900,0.2200,-1.1000,9.7400,1,1
2210,600,28761309,6.812,0.438,52.091,51.625,-0.016,-0.077,0.337,100060.27,36.36,-91.839,-93.213,-19.3961,0.9200,-1.1300,9.8000,-1.8750,-0.3750,7.3750,-4.5625,24.3750,36.3750,0.3000,0.6500,-0.2800,0.4800,-0.8000,9.7600,1,1
2225,604,28883291,6.750,0.438,51.043,50.438,-0.055,-0.168,-0.040,100061.35,36.38,-91.940,-93.322,-19.3505,0.6800,-0.7100,9.7000,-0.1250,-0.1875,9.6250,-3.5000,24.6875,38.3750,0.2100,0.0800,-0.0500,0.4700,-0.8000,9.7600,1,1
2240,608,29001583,6.875,0.375,50.357,50.125,0.073,0.637,0.547,100051.80,36.39,-92.032,-93.430,-19.4795,0.7400,-0.6800,9.8300,-0.2500,0.1250,1.0000,-1.6875,25.5000,38.8750,0.2200,0.1000,0.0700,0.4900,-0.7900,9.7600,1,1
2254,612,29121571,6.938,0.312,50.112,50.000,0.009,-0.168,0.396,100061.34,36.39,-92.107,-93.533,-19.4388,0.7100,-0.6800,9.7900,-0.1250,0.1250,0.9375,-2.0625,25.5000,40.5000,0.1900,0.0900,0.0800,0.5100,-0.7800,9.7600,1,1
2270,616,29243291,7.062,0.250,49.982,49.938,0.014,-0.089,-0.198,100060.41,36.39,-92.203,-93.631,-19.1132,0.6800,-0.7200,9.4700,-0.8125,0.3750,0.1250,-1.6875,24.6875,38.8750,0.1500,0.0500,-0.2800,0.5300,-0.7700,9.7600,1,1
2
